mass[GeV]	QCD	chlep	neutrinos	total
0.081	0.0	7.245429478062525e-10	0.0	7.245429478062525e-10
0.082	0.0	7.334879228044266e-10	0.0	7.334879228044266e-10
0.083	0.0	7.424328977907501e-10	0.0	7.424328977907501e-10
0.084	0.0	7.513778727659198e-10	0.0	7.513778727659198e-10
0.085	0.0	7.603228477305845e-10	0.0	7.603228477305845e-10
0.08600000000000001	0.0	7.692678226853473e-10	0.0	7.692678226853473e-10
0.08700000000000001	0.0	7.782127976307715e-10	0.0	7.782127976307715e-10
0.08800000000000001	0.0	7.87157772567381e-10	0.0	7.87157772567381e-10
0.089	0.0	7.961027474956656e-10	0.0	7.961027474956656e-10
0.09	0.0	8.050477224160832e-10	0.0	8.050477224160832e-10
0.091	0.0	8.139926973290608e-10	0.0	8.139926973290608e-10
0.092	0.0	8.229376722349986e-10	0.0	8.229376722349986e-10
0.093	0.0	8.31882647134271e-10	0.0	8.31882647134271e-10
0.094	0.0	8.408276220272285e-10	0.0	8.408276220272285e-10
0.095	0.0	8.497725969142003e-10	0.0	8.497725969142003e-10
0.096	0.0	8.587175717954949e-10	0.0	8.587175717954949e-10
0.097	0.0	8.67662546671402e-10	0.0	8.67662546671402e-10
0.098	0.0	8.766075215421933e-10	0.0	8.766075215421933e-10
0.099	0.0	8.85552496408125e-10	0.0	8.85552496408125e-10
0.1	0.0	8.944974712694375e-10	0.0	8.944974712694375e-10
0.101	0.0	9.03442446126357e-10	0.0	9.03442446126357e-10
0.10200000000000001	0.0	9.123874209790971e-10	0.0	9.123874209790971e-10
0.10300000000000001	0.0	9.213323958278586e-10	0.0	9.213323958278586e-10
0.10400000000000001	0.0	9.302773706728307e-10	0.0	9.302773706728307e-10
0.10500000000000001	0.0	9.392223455141924e-10	0.0	9.392223455141924e-10
0.106	0.0	9.481673203521123e-10	0.0	9.481673203521123e-10
0.107	0.0	9.571122951867497e-10	0.0	9.571122951867497e-10
0.108	0.0	9.660572700182554e-10	0.0	9.660572700182554e-10
0.109	0.0	9.750022448467716e-10	0.0	9.750022448467716e-10
0.11	0.0	9.839472196724327e-10	0.0	9.839472196724327e-10
0.111	0.0	9.928921944953667e-10	0.0	9.928921944953667e-10
0.112	0.0	1.0018371693156937e-09	0.0	1.0018371693156937e-09
0.113	0.0	1.0107821441335286e-09	0.0	1.0107821441335286e-09
0.114	0.0	1.0197271189489789e-09	0.0	1.0197271189489789e-09
0.115	0.0	1.0286720937621483e-09	0.0	1.0286720937621483e-09
0.116	0.0	1.0376170685731339e-09	0.0	1.0376170685731339e-09
0.117	0.0	1.046562043382028e-09	0.0	1.046562043382028e-09
0.11800000000000001	0.0	1.0555070181889188e-09	0.0	1.0555070181889188e-09
0.11900000000000001	0.0	1.0644519929938896e-09	0.0	1.0644519929938896e-09
0.12000000000000001	0.0	1.0733969677970197e-09	0.0	1.0733969677970197e-09
0.121	0.0	1.0823419425983848e-09	0.0	1.0823419425983848e-09
0.122	0.0	1.091286917398056e-09	0.0	1.091286917398056e-09
0.123	0.0	1.1002318921961025e-09	0.0	1.1002318921961025e-09
0.124	0.0	1.1091768669925888e-09	0.0	1.1091768669925888e-09
0.125	0.0	1.1181218417875768e-09	0.0	1.1181218417875768e-09
0.126	0.0	1.1270668165811256e-09	0.0	1.1270668165811256e-09
0.127	0.0	1.1360117913732913e-09	0.0	1.1360117913732913e-09
0.128	0.0	1.1449567661641276e-09	0.0	1.1449567661641276e-09
0.129	0.0	1.1539017409536857e-09	0.0	1.1539017409536857e-09
0.13	0.0	1.1628467157420142e-09	0.0	1.1628467157420142e-09
0.131	0.0	1.1717916905291595e-09	0.0	1.1717916905291595e-09
0.132	0.0	1.1807366653151667e-09	0.0	1.1807366653151667e-09
0.133	0.0	1.1896816401000775e-09	0.0	1.1896816401000775e-09
0.134	0.0	1.1986266148839335e-09	0.0	1.1986266148839335e-09
0.135	0.0	1.2075715896667722e-09	0.0	1.2075715896667722e-09
0.136	0.0	1.216516564448632e-09	0.0	1.216516564448632e-09
0.137	0.0	1.2254615392295473e-09	0.0	1.2254615392295473e-09
0.138	0.0	1.2344065140095525e-09	0.0	1.2344065140095525e-09
0.139	1.3653870342066367e-16	1.2433514887886807e-09	0.0	1.2433516253273842e-09
0.14	1.683801853725144e-14	1.2522964635669623e-09	0.0	1.2523133015854995e-09
0.14100000000000001	5.168356218172649e-13	1.2612414383444268e-09	0.0	1.2617582739662441e-09
0.14200000000000002	2.497534652005541e-12	1.2701864131211035e-09	0.0	1.272683947773109e-09
0.14300000000000002	6.962027698992323e-12	1.2791313878970197e-09	0.0	1.286093415596012e-09
0.14400000000000002	1.4865594552689957e-11	1.288076362672201e-09	0.0	1.302941957224891e-09
0.14500000000000002	2.712954198838711e-11	1.2970213374466739e-09	0.0	1.324150879435061e-09
0.146	4.464393367253024e-11	1.3059663122204602e-09	0.0	1.3506102458929904e-09
0.147	6.82680490592985e-11	1.3149112869935853e-09	0.0	1.3831793360528839e-09
0.148	9.883203740328949e-11	1.3238562617660702e-09	0.0	1.4226882991693598e-09
0.149	1.371384809973213e-10	1.3328012365379366e-09	0.0	1.469939717535258e-09
0.15	1.83963873211595e-10	1.341746211309205e-09	0.0	1.5257100845208e-09
0.151	2.400600165369766e-10	1.3506911860798957e-09	0.0	1.5907512026168724e-09
0.152	3.061553454888275e-10	1.3596361608500256e-09	0.0	1.6657915063388531e-09
0.153	3.829561789066071e-10	1.3685811356196152e-09	0.0	1.7515373145262222e-09
0.154	4.711479058863255e-10	1.3775261103886807e-09	0.0	1.8486740162750063e-09
0.155	5.713961093061644e-10	1.3864710851572394e-09	0.0	1.957867194463404e-09
0.156	6.843476306484219e-10	1.3954160599253068e-09	0.0	2.0797636905737287e-09
0.157	8.10631579582013e-10	1.4043610346928991e-09	0.0	2.214992614274912e-09
0.158	9.508602915475408e-10	1.4133060094600305e-09	0.0	2.364166301007571e-09
0.159	1.1056302363803162e-09	1.4222509842267165e-09	0.0	2.5278812206070325e-09
0.16	1.2755228808142735e-09	1.43119595899297e-09	0.0	2.7067188398072435e-09
0.161	1.4611055075308539e-09	1.4401409337588044e-09	0.0	2.901246441289658e-09
0.162	1.6629319932498246e-09	1.4490859085242335e-09	0.0	3.1120179017740583e-09
0.163	1.8815435482039266e-09	1.4580308832892686e-09	0.0	3.339574431493195e-09
0.164	2.117469419193976e-09	1.466975858053922e-09	0.0	3.5844452772478978e-09
0.165	2.3712275582862623e-09	1.475920832818205e-09	0.0	3.847148391104467e-09
0.166	2.6433252590877478e-09	1.4848658075821294e-09	0.0	4.1281910666698776e-09
0.167	2.9342597624169505e-09	1.493810782345705e-09	0.0	4.428070544762656e-09
0.168	3.244518833078668e-09	1.5027557571089424e-09	0.0	4.747274590187611e-09
0.169	3.574581309347586e-09	1.5117007318718516e-09	0.0	5.086282041219438e-09
0.17	3.9249176266707255e-09	1.5206457066344426e-09	0.0	5.445563333305168e-09
0.171	4.295990317007844e-09	1.5295906813967238e-09	0.0	5.825580998404568e-09
0.17200000000000001	4.688254485146213e-09	1.5385356561587052e-09	0.0	6.226790141304918e-09
0.17300000000000001	5.102158263246743e-09	1.5474806309203946e-09	0.0	6.649638894167138e-09
0.17400000000000002	5.538143244805759e-09	1.5564256056818002e-09	0.0	7.094568850487559e-09
0.17500000000000002	5.9966448991474506e-09	1.5653705804429313e-09	0.0	7.562015479590382e-09
0.17600000000000002	6.478092967497645e-09	1.5743155552037943e-09	0.0	8.05240852270144e-09
0.177	6.982911841629763e-09	1.583260529964397e-09	0.0	8.56617237159416e-09
0.178	7.51152092601646e-09	1.5922055047247471e-09	0.0	9.103726430741208e-09
0.179	8.064334984368058e-09	1.6011504794848516e-09	0.0	9.665485463852909e-09
0.18	8.641764471388694e-09	1.6100954542447169e-09	0.0	1.0251859925633412e-08
0.181	9.24421585053498e-09	1.6190404290043499e-09	0.0	1.086325627953933e-08
0.182	9.872091898517565e-09	1.6279854037637566e-09	0.0	1.1500077302281321e-08
0.183	1.0525791997245293e-08	1.6369303785229436e-09	0.0	1.2162722375768236e-08
0.184	1.1205712413872824e-08	1.6458753532819165e-09	0.0	1.285158776715474e-08
0.185	1.1912246569576681e-08	1.6548203280406814e-09	0.0	1.3567066897617362e-08
0.186	1.2645785297649774e-08	1.6637653027992436e-09	0.0	1.4309550600449018e-08
0.187	1.3406717091473407e-08	1.6727102775576081e-09	0.0	1.5079427369031016e-08
0.188	1.4195428342895232e-08	1.681655252315781e-09	0.0	1.5877083595211012e-08
0.189	1.501230357151248e-08	1.690600227073767e-09	0.0	1.6702903798586246e-08
0.19	1.5857725645335024e-08	1.6995452018315705e-09	0.0	1.7557270847166593e-08
0.191	1.6732075993275268e-08	1.7084901765891966e-09	0.0	1.8440566169864464e-08
0.192	1.7635734809890703e-08	1.7174351513466502e-09	0.0	1.9353169961237353e-08
0.193	1.8569081252780782e-08	1.7263801261039356e-09	0.0	2.0295461378884718e-08
0.194	1.9532493633019893e-08	1.7353251008610567e-09	0.0	2.126781873388095e-08
0.195	2.0526349598987855e-08	1.744270075618018e-09	0.0	2.2270619674605874e-08
0.196	2.155102631394153e-08	1.7532150503748234e-09	0.0	2.3304241364316354e-08
0.197	2.2606900627652572e-08	1.7621600251314775e-09	0.0	2.436906065278405e-08
0.198	2.3694349242420524e-08	1.7711049998879834e-09	0.0	2.5465454242308507e-08
0.199	2.4813748873754956e-08	1.7800499746443447e-09	0.0	2.6593798848399302e-08
0.2	2.596547640600444e-08	1.7889949494005651e-09	0.0	2.7754471355405005e-08
0.201	2.714990904319846e-08	1.7979399241566483e-09	0.0	2.894784896735511e-08
0.202	2.836742445535273e-08	1.8068848989125983e-09	0.0	3.017430935426533e-08
0.203	2.9618400920477724e-08	1.8158298736684174e-09	0.0	3.1434230794146145e-08
0.20400000000000001	3.0903217462518266e-08	1.8247748484241093e-09	0.0	3.272799231094238e-08
0.20500000000000002	3.222225398544012e-08	1.8337198231796767e-09	0.0	3.4055973808619797e-08
0.20600000000000002	3.357589140367029e-08	1.8426647979351223e-09	0.0	3.5418556201605414e-08
0.20700000000000002	3.4964511769086966e-08	1.8516097726904504e-09	0.0	3.681612154177742e-08
0.20800000000000002	3.63884983947462e-08	1.8605547474456621e-09	0.0	3.8249053142191865e-08
0.20900000000000002	3.784823597552358e-08	1.8694997222007618e-09	0.0	3.971773569772434e-08
0.21	3.934411070584051e-08	1.87844469695575e-09	0.0	4.122255540279626e-08
0.211	4.0876510394637195e-08	1.8873896717106323e-09	0.0	4.2763900066347826e-08
0.212	4.244582457774658e-08	2.109787710943799e-09	0.0	4.455561228869038e-08
0.213	4.405244462781763e-08	2.2531728147383555e-09	0.0	4.6305617442555986e-08
0.214	4.569676386192743e-08	2.3568592013769875e-09	0.0	4.8053623063304414e-08
0.215	4.7379177647017814e-08	2.443041143472476e-09	0.0	4.9822218790490286e-08
0.216	4.910008350328415e-08	2.518688871576274e-09	0.0	5.161877237486043e-08
0.217	5.085988120563992e-08	2.587086202780621e-09	0.0	5.344696740842054e-08
0.218	5.265897288337439e-08	2.6500939282161993e-09	0.0	5.530906681159059e-08
0.219	5.4497763118115545e-08	2.708888717834458e-09	0.0	5.7206651835950006e-08
0.22	5.637665904020653e-08	2.7642713943961893e-09	0.0	5.914093043460272e-08
0.221	5.829607042359866e-08	2.816816621305052e-09	0.0	6.111288704490372e-08
0.222	6.02564097793597e-08	2.8669536231928633e-09	0.0	6.312336340255256e-08
0.223	6.225809244789184e-08	2.9150132187000846e-09	0.0	6.517310566659192e-08
0.224	6.430153668995177e-08	2.9612569113200296e-09	0.0	6.72627936012718e-08
0.225	6.638716377655887e-08	3.0058957599218156e-09	0.0	6.939305953648069e-08
0.226	6.851539807787523e-08	3.049103104956287e-09	0.0	7.156450118283151e-08
0.227	7.068666715113973e-08	3.0910234335575294e-09	0.0	7.377769058469726e-08
0.228	7.290140182773137e-08	3.131778726714975e-09	0.0	7.603318055444635e-08
0.229	7.516003629943932e-08	3.1714731118901027e-09	0.0	7.833150941132943e-08
0.23	7.746300820400828e-08	3.210196343850402e-09	0.0	8.067320454785868e-08
0.231	7.981075871003074e-08	3.2480264558589332e-09	0.0	8.305878516588967e-08
0.232	8.220373260125209e-08	3.2850318111466975e-09	0.0	8.548876441239879e-08
0.233	8.464237836035298e-08	3.3212727128322936e-09	0.0	8.796365107318527e-08
0.234	8.712714825227007e-08	3.356802683365411e-09	0.0	9.048395093563547e-08
0.23500000000000001	8.965849840711711e-08	3.391669492959559e-09	0.0	9.305016790007666e-08
0.23600000000000002	9.223688890276295e-08	3.4259159948194336e-09	0.0	9.566280489758238e-08
0.23700000000000002	9.486278384712227e-08	3.4595808098507467e-09	0.0	9.832236465697302e-08
0.23800000000000002	9.753665146021513e-08	3.4926988928111592e-09	0.0	1.0102935035302628e-07
0.23900000000000002	1.0025896415604627e-07	3.525302004129712e-09	0.0	1.0378426616017598e-07
0.24000000000000002	1.030301986243562e-07	3.5574191059729658e-09	0.0	1.0658761773032916e-07
0.241	1.0585083591229303e-07	3.5890766969553892e-09	0.0	1.0943991260924842e-07
0.242	1.0872136150605333e-07	3.6202990967608134e-09	0.0	1.1234166060281414e-07
0.243	1.1164226541254006e-07	3.6511086895718356e-09	0.0	1.1529337410211189e-07
0.244	1.1461404224108035e-07	3.681526133391798e-09	0.0	1.1829556837447215e-07
0.245	1.1763719128525051e-07	3.7115705409450395e-09	0.0	1.2134876182619556e-07
0.246	1.2071221660484983e-07	3.741259636751902e-09	0.0	1.2445347624160174e-07
0.247	1.2383962710806573e-07	3.77060989411981e-09	0.0	1.2761023700218553e-07
0.248	1.2701993663387053e-07	3.799636655115287e-09	0.0	1.3081957328898582e-07
0.249	1.302536640346928e-07	3.828354236042751e-09	0.0	1.3408201827073556e-07
0.25	1.3354133325939937e-07	3.85677602052355e-09	0.0	1.3739810927992292e-07
0.251	1.3688347343662835e-07	3.884914541919631e-09	0.0	1.4076838797854798e-07
0.252	1.4028061895851207e-07	3.912781556562734e-09	0.0	1.441934005150748e-07
0.253	1.4373330956482332e-07	3.940388109018443e-09	0.0	1.4767369767384175e-07
0.254	1.4724209042758636e-07	3.967744590424258e-09	0.0	1.5120983501801062e-07
0.255	1.5080751223618467e-07	3.994860790783895e-09	0.0	1.5480237302696856e-07
0.256	1.5443013128300095e-07	4.0217459459698326e-09	0.0	1.5845187722897077e-07
0.257	1.5811050954962792e-07	4.0484087800776715e-09	0.0	1.621589183297056e-07
0.258	1.6184921479367907e-07	4.074857543685051e-09	0.0	1.6592407233736414e-07
0.259	1.6564682063623578e-07	4.101100048491613e-09	0.0	1.697479206847274e-07
0.26	1.6950390664996526e-07	4.127143698752108e-09	0.0	1.7363105034871737e-07
0.261	1.7342105844793985e-07	4.152995519860204e-09	0.0	1.7757405396780005e-07
0.262	1.7739886777319172e-07	4.178662184394245e-09	0.0	1.8157752995758597e-07
0.263	1.8143793258903662e-07	4.204150035896625e-09	0.0	1.8564208262493323e-07
0.264	1.855388571701949e-07	4.229465110624616e-09	0.0	1.8976832228081952e-07
0.265	1.89702252194746e-07	4.254613157481462e-09	0.0	1.9395686535222746e-07
0.266	1.9392873483694675e-07	4.279599656311444e-09	0.0	1.982083344932582e-07
0.267	1.9821892886094256e-07	4.3044298347210945e-09	0.0	2.0252335869566365e-07
0.268	2.0257346471540727e-07	4.329108683569934e-09	0.0	2.069025733989772e-07
0.269	2.0699297962913876e-07	4.3536409712578694e-09	0.0	2.1134662060039664e-07
0.27	2.114781177076437e-07	4.3780312569222084e-09	0.0	2.1585614896456592e-07
0.271	2.1602953003074277e-07	4.402283902644875e-09	0.0	2.2043181393338765e-07
0.272	2.2064787475122597e-07	4.426403084759562e-09	0.0	2.2507427783598554e-07
0.273	2.2533381719459007e-07	4.450392804339086e-09	0.0	2.2978420999892915e-07
0.274	2.3008802995988928e-07	4.474256896934813e-09	0.0	2.3456228685682408e-07
0.275	2.3491119302173004e-07	4.497999041632673e-09	0.0	2.394091920633627e-07
0.276	2.3980399383343976e-07	4.521622769483792e-09	0.0	2.4432561660292355e-07
0.277	2.447671274314444e-07	4.545131471361979e-09	0.0	2.4931225890280635e-07
0.278	2.498012965408812e-07	4.568528405295211e-09	0.0	2.543698249461764e-07
0.279	2.5490721168248276e-07	4.591816703313748e-09	0.0	2.594990283857965e-07
0.28	2.6008559128076155e-07	4.614999377853417e-09	0.0	2.6470059065861497e-07
0.281	2.653371617735248e-07	4.638079327749047e-09	0.0	2.699752411012739e-07
0.28200000000000003	2.706626577227582e-07	4.661059343849813e-09	0.0	2.75323717066608e-07
0.28300000000000003	2.7606282192690293e-07	4.6839421142853245e-09	0.0	2.8074676404118823e-07
0.28400000000000003	2.8153840553456276e-07	4.7067302294087825e-09	0.0	2.8624513576397157e-07
0.28500000000000003	2.8709016815967327e-07	4.729426186441141e-09	0.0	2.9181959434611443e-07
0.28600000000000003	2.9271887799816643e-07	4.752032393838182e-09	0.0	2.974709103920046e-07
0.28700000000000003	2.9842531194616295e-07	4.774551175400481e-09	0.0	3.031998631215634e-07
0.28800000000000003	3.042102557197241e-07	4.796984774144614e-09	0.0	3.090072404938687e-07
0.28900000000000003	3.100745039762011e-07	4.819335355952346e-09	0.0	3.148938393321534e-07
0.29	3.160188604372149e-07	4.841605013013238e-09	0.0	3.208604654502281e-07
0.291	3.2204413801329785e-07	4.8637957670747995e-09	0.0	3.2690793378037265e-07
0.292	3.281511589302336e-07	4.885909572513199e-09	0.0	3.330370685027468e-07
0.293	3.343407548571355e-07	4.907948319236525e-09	0.0	3.3924870317637204e-07
0.294	3.4061376703629164e-07	4.929913835431619e-09	0.0	3.4554368087172323e-07
0.295	3.4697104641481684e-07	4.9518078901646805e-09	0.0	3.5192285430498154e-07
0.296	3.534134537781486e-07	4.9736321958450575e-09	0.0	3.5838708597399364e-07
0.297	3.5994185988542403e-07	4.995388410560897e-09	0.0	3.649372482959849e-07
0.298	3.665571456067727e-07	5.017078140294739e-09	0.0	3.715742237470674e-07
0.299	3.7326020206256486e-07	5.038702941026473e-09	0.0	3.782989050035913e-07
0.3	3.8005193076465754e-07	5.060264320730605e-09	0.0	3.8511219508538813e-07
0.301	3.8693324375967383e-07	5.081763741274219e-09	0.0	3.92015007500948e-07
0.302	3.9390506377435286e-07	5.103202620221624e-09	0.0	3.990082663945745e-07
0.303	4.009683243630175e-07	5.124582332551174e-09	0.0	4.0609290669556865e-07
0.304	4.08123970057196e-07	5.1459042122894764e-09	0.0	4.1326987426948545e-07
0.305	4.1537295651744017e-07	5.1671695540677445e-09	0.0	4.205401260715079e-07
0.306	4.227162506873846e-07	5.188379614604762e-09	0.0	4.279046303019894e-07
0.307	4.3015483095008575e-07	5.209535614120675e-09	0.0	4.3536436656420643e-07
0.308	4.376896872866884e-07	5.2306387376854285e-09	0.0	4.429203260243738e-07
0.309	4.453218214374623e-07	5.251690136505563e-09	0.0	4.5057351157396786e-07
0.31	4.530522470652543e-07	5.272690929152706e-09	0.0	4.58324937994407e-07
0.311	4.6088198992140207e-07	5.293642202736971e-09	0.0	4.66175632124139e-07
0.312	4.6881208801415496e-07	5.314545014028228e-09	0.0	4.741266330281832e-07
0.313	4.768435917796516e-07	5.335400390528014e-09	0.0	4.821789921701796e-07
0.314	4.849775642555007e-07	5.356209331494746e-09	0.0	4.903337735869954e-07
0.315	4.932150812570149e-07	5.376972808924619e-09	0.0	4.985920540659395e-07
0.316	5.01557231556147e-07	5.397691768490537e-09	0.0	5.069549233246375e-07
0.317	5.100051170631813e-07	5.418367130441221e-09	0.0	5.154234841936224e-07
0.318	5.185598530112303e-07	5.438999790462515e-09	0.0	5.239988528016928e-07
0.319	5.272225681435886e-07	5.459590620502804e-09	0.0	5.326821587640915e-07
0.32	5.359944049040006e-07	5.4801404695643495e-09	0.0	5.414745453735649e-07
0.321	5.448765196298914e-07	5.500650164462202e-09	0.0	5.503771697943536e-07
0.322	5.538700827486272e-07	5.521120510552323e-09	0.0	5.593912032591795e-07
0.323	5.629762789768481e-07	5.541552292430375e-09	0.0	5.685178312692785e-07
0.324	5.721963075229391e-07	5.561946274602619e-09	0.0	5.777582537975417e-07
0.325	5.815313822927014e-07	5.582303202130264e-09	0.0	5.871136854948317e-07
0.326	5.909827320982745e-07	5.602623801248476e-09	0.0	5.96585355899523e-07
0.327	6.00551600870378e-07	5.622908779961309e-09	0.0	6.061745096503393e-07
0.328	6.102392478739312e-07	5.6431588286136256e-09	0.0	6.158824067025448e-07
0.329	6.200469479271173e-07	5.663374620441085e-09	0.0	6.257103225475584e-07
0.33	6.299759916239552e-07	5.6835568120992246e-09	0.0	6.356595484360545e-07
0.331	6.400276855604439e-07	5.703706044172558e-09	0.0	6.457313916046164e-07
0.332	6.502033525643456e-07	5.723822941664601e-09	0.0	6.559271755060102e-07
0.333	6.605043319286847e-07	5.743908114469691e-09	0.0	6.662482400431544e-07
0.334	6.709319796490213e-07	5.763962157827377e-09	0.0	6.766959418068487e-07
0.335	6.814876686645762e-07	5.783985652760195e-09	0.0	6.872716543173364e-07
0.336	6.921727891032815e-07	5.803979166495503e-09	0.0	6.97976768269777e-07
0.337	7.029887485308277e-07	5.823943252872099e-09	0.0	7.088126917836998e-07
0.338	7.139369722037872e-07	5.843878452732274e-09	0.0	7.197808506565194e-07
0.339	7.250189033268844e-07	5.863785294299908e-09	0.0	7.308826886211844e-07
0.34	7.362360033144986e-07	5.883664293545217e-09	0.0	7.421196676080438e-07
0.341	7.475897520564784e-07	5.903515954536686e-09	0.0	7.53493268011015e-07
0.342	7.590816481883487e-07	5.923340769780775e-09	0.0	7.650049889581294e-07
0.343	7.707132093659853e-07	5.943139220549829e-09	0.0	7.766563485865351e-07
0.34400000000000003	7.824859725448669e-07	5.962911777198756e-09	0.0	7.884488843220657e-07
0.34500000000000003	7.944014942639639e-07	5.982658899470876e-09	0.0	8.003841531634348e-07
0.34600000000000003	8.064613509343679e-07	6.00238103679339e-09	0.0	8.124637319711613e-07
0.34700000000000003	8.186671391327535e-07	6.02207862856293e-09	0.0	8.246892177613164e-07
