mass[GeV]	QCD	chlep	neutrinos	total
0.083	0.0	0.0022016433604580953	0.003302465069156828	0.005504108429614923
0.084	0.0	0.0022281691849765782	0.003342253804929802	0.00557042298990638
0.085	0.0	0.002254695009463909	0.003382042540702776	0.005636737550166685
0.08600000000000001	0.0	0.002281220833921877	0.00342183127647575	0.005703052110397627
0.08700000000000001	0.0	0.002307746658352151	0.003461620012248723	0.005769366670600874
0.08800000000000001	0.0	0.002334272482756286	0.0035014087480216977	0.005835681230777984
0.089	0.0	0.0023607983071357334	0.003541197483794671	0.005901995790930405
0.09	0.0	0.0023873241314918523	0.003580986219567645	0.005968310351059497
0.091	0.0	0.0024138499558259076	0.0036207749553406185	0.0060346249111665265
0.092	0.0	0.0024403757801390873	0.003660563691113592	0.006100939471252679
0.093	0.0	0.002466901604432501	0.0037003524268865665	0.006167254031319068
0.094	0.0	0.002493427428707188	0.00374014116265954	0.006233568591366728
0.095	0.0	0.002519953252964125	0.0037799298984325137	0.006299883151396639
0.096	0.0	0.002546479077204227	0.0038197186342054878	0.006366197711409715
0.097	0.0	0.002573004901428352	0.003859507369978462	0.006432512271406813
0.098	0.0	0.0025995307256373064	0.003899296105751436	0.006498826831388742
0.099	0.0	0.00262605654983185	0.003939084841524409	0.006565141391356259
0.1	0.0	0.002652582374012696	0.0039788735772973835	0.006631455951310079
0.101	0.0	0.0026791081981805145	0.004018662313070357	0.006697770511250872
0.10200000000000001	0.0	0.002705634022335939	0.0040584510488433315	0.00676408507117927
0.10300000000000001	0.0	0.0027321598464795653	0.004098239784616304	0.006830399631095869
0.10400000000000001	0.0	0.0027586856706119543	0.004138028520389279	0.006896714191001233
0.10500000000000001	0.0	0.0027852114947336374	0.004177817256162253	0.00696302875089589
0.106	0.0	0.002811737318845114	0.004217605991935226	0.007029343310780339
0.107	0.0	0.002838263142946856	0.0042573947277081995	0.007095657870655055
0.108	0.0	0.0028647889670393115	0.004297183463481173	0.007161972430520485
0.109	0.0	0.002891314791122902	0.004336972199254148	0.00722828699037705
0.11	0.0	0.002917840615198025	0.004376760935027122	0.007294601550225147
0.111	0.0	0.0029443664392650613	0.004416549670800095	0.007360916110065156
0.112	0.0	0.0029708922633243664	0.004456338406573069	0.007427230669897436
0.113	0.0	0.002997418087376282	0.004496127142346043	0.007493545229722325
0.114	0.0	0.003023943911421126	0.004535915878119017	0.007559859789540144
0.115	0.0	0.0030504697354592062	0.004575704613891991	0.007626174349351197
0.116	0.0	0.00307699555949081	0.0046154933496649645	0.007692488909155774
0.117	0.0	0.003103521383516212	0.004655282085437938	0.00775880346895415
0.11800000000000001	0.0	0.0031300472075356735	0.004695070821210913	0.007825118028746586
0.11900000000000001	0.0	0.0031565730315494408	0.004734859556983886	0.007891432588533327
0.12000000000000001	0.0	0.0031830988555577497	0.00477464829275686	0.00795774714831461
0.121	0.0	0.0032096246795608246	0.004814437028529833	0.008024061708090658
0.122	0.0	0.0032361505035588766	0.004854225764302807	0.008090376267861684
0.123	0.0	0.003262676327552111	0.0048940145000757815	0.008156690827627893
0.124	0.0	0.0032892021515407177	0.004933803235848755	0.008223005387389473
0.125	0.0	0.003315727975524882	0.004973591971621729	0.008289319947146611
0.126	0.0	0.0033422537995047782	0.005013380707394703	0.008355634506899481
0.127	0.0	0.0033687796234805733	0.005053169443167676	0.00842194906664825
0.128	0.0	0.0033953054474524253	0.00509295817894065	0.008488263626393076
0.129	0.0	0.003421831271420488	0.005132746914713625	0.008554578186134112
0.13	0.0	0.003448357095384903	0.005172535650486598	0.008620892745871502
0.131	0.0	0.0034748829193458107	0.005212324386259572	0.008687207305605384
0.132	0.0	0.003501408743303342	0.005252113122032546	0.008753521865335888
0.133	0.0	0.0035279345672576236	0.00529190185780552	0.008819836425063144
0.134	0.0	0.0035544603912087756	0.005331690593578494	0.00888615098478727
0.135	0.0	0.0035809862151569122	0.005371479329351467	0.008952465544508379
0.136	0.0	0.003607512039102145	0.005411268065124441	0.009018780104226586
0.137	0.0	0.0036340378630445773	0.005451056800897415	0.009085094663941994
0.138	0.0	0.003660563686984311	0.00549084553667039	0.009151409223654702
0.139	1.3653870342066367e-16	0.0036870895109214438	0.0055306342724433626	0.009217723783364943
0.14	1.683801853725144e-14	0.003713615334856066	0.005570423008216337	0.00928403834308924
0.14100000000000001	5.168356218172649e-13	0.003740141158788265	0.005610211743989311	0.00935035290329441
0.14200000000000002	2.497534652005541e-12	0.0037666669827181283	0.005650000479762285	0.009416667464977949
0.14300000000000002	6.962027698992323e-12	0.0037931928066457362	0.005689789215535259	0.009482982029143022
0.14400000000000002	1.4865594552689957e-11	0.003819718630571164	0.005729577951308232	0.00954929659674499
0.14500000000000002	2.712954198838711e-11	0.0038462444544944915	0.005769366687081206	0.00961561116870524
0.146	4.464393367253024e-11	0.0038727702784157833	0.005809155422854179	0.009681925745913896
0.147	6.82680490592985e-11	0.003899296102335115	0.005848944158627153	0.009748240329230317
0.148	9.883203740328949e-11	0.003925821926252547	0.0058887328944001276	0.009814554919484712
0.149	1.371384809973213e-10	0.003952347750168146	0.005928521630173101	0.009880869517479728
0.15	1.83963873211595e-10	0.00397887357408197	0.005968310365946074	0.009947184123991917
0.151	2.400600165369766e-10	0.004005399397994082	0.0060080991017190475	0.010013498739773145
0.152	3.061553454888275e-10	0.004031925221904531	0.006047887837492022	0.010079813365551898
0.153	3.829561789066071e-10	0.004058451045813378	0.0060876765732649964	0.010146128002034554
0.154	4.711479058863255e-10	0.004084976869720669	0.00612746530903797	0.010212442649906546
0.155	5.713961093061644e-10	0.00411150269362646	0.006167254044810944	0.010278757309833512
0.156	6.843476306484219e-10	0.004138028517530792	0.006207042780583918	0.010345071982462341
0.157	8.10631579582013e-10	0.0041645543414337155	0.006246831516356893	0.010411386668422187
0.158	9.508602915475408e-10	0.004191080165335273	0.006286620252129865	0.01047770136832543
0.159	1.1056302363803162e-09	0.004217605989235509	0.006326408987902839	0.010544016082768583
0.16	1.2755228808142735e-09	0.0042441318131344625	0.0063661977236758125	0.010610330812333157
0.161	1.4611055075308539e-09	0.004270657637032173	0.006405986459448787	0.010676645557586469
0.162	1.6629319932498246e-09	0.004297183460928682	0.0064457751952217614	0.010742960319082437
0.163	1.8815435482039266e-09	0.004323709284824022	0.006485563930994735	0.010809275097362306
0.164	2.117469419193976e-09	0.004350235108718231	0.006525352666767709	0.010875589892955359
0.165	2.3712275582862623e-09	0.004376760932611341	0.006565141402540681	0.01094190470637958
0.166	2.6433252590877478e-09	0.004403286756503388	0.006604930138313656	0.011008219538142303
0.167	2.9342597624169505e-09	0.004429812580394399	0.00664471887408663	0.011074534388740792
0.168	3.244518833078668e-09	0.0044563384042844096	0.006684507609859604	0.011140849258662846
0.169	3.574581309347586e-09	0.004482864228173446	0.0067242963456325775	0.011207164148387332
0.17	3.9249176266707255e-09	0.0045093900520615385	0.006764085081405552	0.011273479058384717
0.171	4.295990317007844e-09	0.004535915875948713	0.0068038738171785264	0.011339793989117556
0.17200000000000001	4.688254485146213e-09	0.004562441699834997	0.0068436625529515	0.011406108941040983
0.17300000000000001	5.102158263246743e-09	0.004588967523720416	0.006883451288724473	0.011472423914603153
0.17400000000000002	5.538143244805759e-09	0.004615493347604994	0.006923240024497446	0.011538738910245686
0.17500000000000002	5.9966448991474506e-09	0.004642019171488757	0.006963028760270421	0.011605053928404076
0.17600000000000002	6.478092967497645e-09	0.004668544995371725	0.007002817496043395	0.011671368969508088
0.177	6.982911841629763e-09	0.004695070819253922	0.007042606231816368	0.011737684033982131
0.178	7.51152092601646e-09	0.0047215966431353685	0.007082394967589342	0.011803999122245636
0.179	8.064334984368058e-09	0.004748122467016088	0.007122183703362315	0.011870314234713387
0.18	8.641764471388694e-09	0.004774648290896097	0.00716197243913529	0.011936629371795859
0.181	9.24421585053498e-09	0.004801174114775418	0.007201761174908264	0.012002944533899534
0.182	9.872091898517565e-09	0.004827699938654069	0.007241549910681237	0.012069259721427205
0.183	1.0525791997245293e-08	0.004854225762532066	0.0072813386464542105	0.012135574934778275
0.184	1.1205712413872824e-08	0.00488075158640943	0.007321127382227184	0.012201890174349028
0.185	1.1912246569576681e-08	0.004907277410286176	0.007360916118000159	0.012268205440532904
0.186	1.2645785297649774e-08	0.004933803234162322	0.007400704853773133	0.012334520733720752
0.187	1.3406717091473407e-08	0.004960329058037881	0.007440493589546107	0.01240083605430108
0.188	1.4195428342895232e-08	0.0049868548819128715	0.00748028232531908	0.012467151402660295
0.189	1.501230357151248e-08	0.005013380705787308	0.007520071061092055	0.012533466779182934
0.19	1.5857725645335024e-08	0.005039906529661204	0.0075598597968650275	0.012599782184251878
0.191	1.6732075993275268e-08	0.005066432353534573	0.007599648532638002	0.012666097618248568
0.192	1.7635734809890703e-08	0.0050929581774074315	0.0076394372684109755	0.012732413081553217
0.193	1.8569081252780782e-08	0.005119484001279791	0.007679226004183949	0.012798728574544994
0.194	1.9532493633019893e-08	0.005146009825151662	0.007719014739956924	0.012865044097602219
0.195	2.0526349598987855e-08	0.005172535649023061	0.007758803475729898	0.012931359651102557
0.196	2.155102631394153e-08	0.005199061472893997	0.007798592211502872	0.012997675235423183
0.197	2.2606900627652572e-08	0.005225587296764484	0.007838380947275845	0.013063990850940958
0.198	2.3694349242420524e-08	0.005252113120634531	0.007878169683048818	0.013130306498032592
0.199	2.4813748873754956e-08	0.00527863894450415	0.007917958418821792	0.013196622177074815
0.2	2.596547640600444e-08	0.005305164768373351	0.007957747154594767	0.013262937888444525
0.201	2.714990904319846e-08	0.005331690592242145	0.007997535890367741	0.013329253632518929
0.202	2.836742445535273e-08	0.005358216416110544	0.008037324626140714	0.013395569409675713
0.203	2.9618400920477724e-08	0.005384742239978555	0.008077113361913689	0.013461885220293164
0.20400000000000001	3.0903217462518266e-08	0.005411268063846189	0.008116902097686663	0.013528201064750315
0.20500000000000002	3.222225398544012e-08	0.005437793887713454	0.008156690833459636	0.013594516943427075
0.20600000000000002	3.357589140367029e-08	0.005464319711580357	0.008196479569232609	0.013660832856704368
0.20700000000000002	3.4964511769086966e-08	0.005490845535446912	0.008236268305005583	0.013727148804964263
0.20800000000000002	3.63884983947462e-08	0.005517371359313122	0.008276057040778557	0.013793464788590074
0.20900000000000002	3.784823597552358e-08	0.005543897183178999	0.008315845776551532	0.013859780807966507
0.21	3.934411070584051e-08	0.005570423007044547	0.008355634512324505	0.013926096863479757
0.211	4.0876510394637195e-08	0.005596948830909779	0.00839542324809748	0.013992412955517654
0.212	4.244582457774658e-08	0.006256457815376416	0.008435211983870452	0.014691712245071445
0.213	4.405244462781763e-08	0.006681658345548577	0.008475000719643426	0.01515670311763663
0.214	4.569676386192743e-08	0.006989134543589001	0.008514789455416399	0.015503969695769261
0.215	4.7379177647017814e-08	0.00724470228738178	0.008554578191189374	0.0157993278577488
0.216	4.910008350328415e-08	0.007469031406968297	0.008594366926962346	0.016063447434014146
0.217	5.085988120563992e-08	0.007671859878830472	0.00863415566273532	0.016306066401446998
0.218	5.265897288337439e-08	0.007858705775308924	0.008673944398508295	0.016532702832790104
0.219	5.4497763118115545e-08	0.008033058445533744	0.00871373313428127	0.016746846077578134
0.22	5.637665904020653e-08	0.008197292684748317	0.008753521870054244	0.016950870931461602
0.221	5.829607042359866e-08	0.008353112625233049	0.008793310605827217	0.01714648152713069
0.222	6.02564097793597e-08	0.008501791108700097	0.00883309934160019	0.017334950706710067
0.223	6.225809244789184e-08	0.008644309159381356	0.008872888077373164	0.01751725949484697
0.224	6.430153668995177e-08	0.008781442251304852	0.008912676813146139	0.01769418336598768
0.225	6.638716377655887e-08	0.008913816267778346	0.008952465548919111	0.017866348203861234
0.226	6.851539807787523e-08	0.00904194524024338	0.008992254284692086	0.01803426804033354
0.227	7.068666715113973e-08	0.009166257637239505	0.00903204302046506	0.018198371344371717
0.228	7.290140182773137e-08	0.00928711518658924	0.009071831756238035	0.0183590198442291
0.229	7.516003629943932e-08	0.009404826672473474	0.00911162049201101	0.018516522324520782
0.23	7.746300820400828e-08	0.009519658257650481	0.009151409227783982	0.018671144948442665
0.231	7.981075871003074e-08	0.009631841345410749	0.009191197963556955	0.018823119119726416
0.232	8.220373260125209e-08	0.009741578663103885	0.009230986699329929	0.018972647566166415
0.233	8.464237836035298e-08	0.009849049036265604	0.009270775435102904	0.019119909113746867
0.234	8.712714825227007e-08	0.009954411182736052	0.009310564170875876	0.01926506248076018
0.23500000000000001	8.965849840711711e-08	0.010057806762419737	0.00935035290664885	0.019408249327566997
0.23600000000000002	9.223688890276295e-08	0.010159362854105696	0.009390141642421825	0.019549596733416424
0.23700000000000002	9.486278384712227e-08	0.010259193985936318	0.0094299303781948	0.019689219226914967
0.23800000000000002	9.753665146021513e-08	0.010357403814296381	0.009469719113967772	0.019827220464915613
0.23900000000000002	1.0025896415604627e-07	0.010454086522967244	0.009509507849740747	0.01996369463167215
0.24000000000000002	1.030301986243562e-07	0.01054932799763892	0.00954929658551372	0.020098727613351262
0.241	1.0585083591229303e-07	0.010643206818475054	0.009589085321286692	0.02023239799059766
0.242	1.0872136150605333e-07	0.01073579510414199	0.009628874057059667	0.020364777882563162
0.243	1.1164226541254006e-07	0.010827159233685078	0.009668662792832641	0.020495933668783134
0.244	1.1461404224108035e-07	0.010917360467261342	0.009708451528605614	0.020625926609909195
0.245	1.1763719128525051e-07	0.011006455482589092	0.009748240264378588	0.020754813384158965
0.246	1.2071221660484983e-07	0.011094496840745078	0.009788029000151563	0.020882646553113247
0.247	1.2383962710806573e-07	0.011181533392403924	0.009827817735924536	0.02100947496795557
0.248	1.2701993663387053e-07	0.01126761063360843	0.00986760647169751	0.021135344125242574
0.249	1.302536640346928e-07	0.011352771018561077	0.009907395207470485	0.021260296479695597
0.25	1.3354133325939937e-07	0.011437054235644704	0.009947183943243457	0.02138437172022142
0.251	1.3688347343662835e-07	0.011520497451845302	0.009986972679016432	0.02150760701433517
0.252	1.4028061895851207e-07	0.011603135529909117	0.010026761414789406	0.02163003722531748
0.253	1.4373330956482332e-07	0.011685001221879543	0.010066550150562379	0.021751695105751485
0.254	1.4724209042758636e-07	0.011766125342095434	0.010106338886335352	0.021872611470521212
0.255	1.5080751223618467e-07	0.011846536922266913	0.010146127622108326	0.021992815351887476
0.256	1.5443013128300095e-07	0.011926263350858833	0.0101859163578813	0.02211233413887142
0.257	1.5811050954962792e-07	0.012005330498690236	0.010225705093654275	0.022231193702854063
0.258	1.6184921479367907e-07	0.012083762832389067	0.01026549382942725	0.02234941851103111
0.259	1.6564682063623578e-07	0.012161583517115031	0.010305282565200222	0.02246703172913589
0.26	1.6950390664996526e-07	0.012238814509772728	0.010345071300973197	0.022584055314652574
0.261	1.7342105844793985e-07	0.012315476643775351	0.010384860036746171	0.02270051010157997
0.262	1.7739886777319172e-07	0.012391589706281913	0.010424648772519144	0.02281641587766883
0.263	1.8143793258903662e-07	0.01246717250871367	0.010464437508292117	0.02293179145493838
0.264	1.855388571701949e-07	0.012542242951254987	0.010504226244065091	0.023046654734177247
0.265	1.89702252194746e-07	0.01261681808195787	0.010544014979838066	0.02316102276404813
0.266	1.9392873483694675e-07	0.012690914150994976	0.01058380371561104	0.02327491179534085
0.267	1.9821892886094256e-07	0.012764546660541994	0.010623592451384015	0.02338833733085487
0.268	2.0257346471540727e-07	0.012837730410714537	0.010663381187156987	0.02350131417133624
0.269	2.0699297962913876e-07	0.012910479541936649	0.010703169922929962	0.023613856457846243
0.27	2.114781177076437e-07	0.012982807574075795	0.010742958658702935	0.023725977710896434
0.271	2.1602953003074277e-07	0.013054727442642692	0.010782747394475909	0.02383769086664863
0.272	2.2064787475122597e-07	0.013126251532322034	0.010822536130248882	0.023949008310445666
0.273	2.2533381719459007e-07	0.013197391708072163	0.010862324866021856	0.024059941907911213
0.274	2.3008802995988928e-07	0.01326815934400678	0.01090211360179483	0.024170503033831572
0.275	2.3491119302173004e-07	0.013338565350250069	0.010941902337567805	0.024280702599010898
0.276	2.3980399383343976e-07	0.013408620197937253	0.01098169107334078	0.02439055107527187
0.277	2.447671274314444e-07	0.013478333942515536	0.011021479809113752	0.02450005851875672
0.278	2.498012965408812e-07	0.01354771624548522	0.011061268544886725	0.024609234591668486
0.279	2.5490721168248276e-07	0.013616776394707394	0.0111010572806597	0.024718088582578776
0.28	2.6008559128076155e-07	0.013685523323392533	0.011140846016432674	0.02482662942541649
0.281	2.653371617735248e-07	0.01375396562787369	0.011180634752205647	0.02493486571724111
0.28200000000000003	2.706626577227582e-07	0.013822111584258466	0.011220423487978621	0.02504280573489481
0.28300000000000003	2.7606282192690293e-07	0.013889969164045331	0.011260212223751596	0.025150457450618856
0.28400000000000003	2.8153840553456276e-07	0.013957546048782268	0.01130000095952457	0.025257828546712373
0.28500000000000003	2.8709016815967327e-07	0.014024849643838771	0.011339789695297543	0.025364926429304473
0.28600000000000003	2.9271887799816643e-07	0.014091887091356163	0.011379578431070517	0.025471758241304678
0.28700000000000003	2.9842531194616295e-07	0.014158665282435482	0.01141936716684349	0.025578330874590917
0.28800000000000003	3.042102557197241e-07	0.014225190868617309	0.011459155902616465	0.025684650981489494
0.28900000000000003	3.100745039762011e-07	0.01429147027270325	0.011498944638389439	0.025790724985596664
0.29	3.160188604372149e-07	0.014357509698964786	0.01153873337416241	0.025896559091987632
0.291	3.2204413801329785e-07	0.014423315142781428	0.011578522109935385	0.026002159296854826
0.292	3.281511589302336e-07	0.014488892399746729	0.011618310845708357	0.026107531396614016
0.293	3.343407548571355e-07	0.014554247074277736	0.011658099581481332	0.026212680996513926
0.294	3.4061376703629164e-07	0.014619384587760595	0.011697888317254306	0.026317613518781938
0.295	3.4697104641481684e-07	0.014684310186262477	0.011737677053027279	0.02642233421033617
0.296	3.534134537781486e-07	0.014749028947837816	0.011777465788800255	0.026526848150091847
0.297	3.5994185988542403e-07	0.014813545789454567	0.011817254524573228	0.02663116025588768
0.298	3.665571456067727e-07	0.014877865473564391	0.011857043260346202	0.026735275291056203
0.299	3.7326020206256486e-07	0.014941992614338897	0.011896831996119175	0.026839197870660136
0.3	3.8005193076465754e-07	0.015005931683592395	0.011936620731892148	0.026942932467415307
0.301	3.8693324375967383e-07	0.015069687016410212	0.011976409467665122	0.027046483417319092
0.302	3.9390506377435286e-07	0.015133262816500258	0.012016198203438095	0.027149854925002125
0.303	4.009683243630175e-07	0.015196663161284174	0.012055986939211071	0.02725305106881961
0.304	4.08123970057196e-07	0.015259892006743485	0.012095775674984044	0.027356075805697586
0.305	4.1537295651744017e-07	0.015322953192034864	0.01213556441075702	0.027458932975748404
0.306	4.227162506873846e-07	0.015385850443887787	0.012175353146529993	0.027561626306668467
0.307	4.3015483095008575e-07	0.015448587380797053	0.012215141882302966	0.02766415941793097
0.308	4.376896872866884e-07	0.015511167517021513	0.01225493061807594	0.027766535824784742
0.309	4.453218214374623e-07	0.015573594266399971	0.012294719353848913	0.02786875894207032
0.31	4.530522470652543e-07	0.015635870945994217	0.012334508089621887	0.02797083208786317
0.311	4.6088198992140207e-07	0.01569800077956867	0.01237429682539486	0.028072758486953453
0.312	4.6881208801415496e-07	0.015759986900915453	0.012414085561167836	0.028174541274171305
0.313	4.768435917796516e-07	0.01582183235703309	0.012453874296940809	0.02827618349756568
0.314	4.849775642555007e-07	0.015883540111166695	0.012493663032713785	0.028377688121444738
0.315	4.932150812570149e-07	0.01594511304571678	0.012533451768486758	0.028479058029284795
0.316	5.01557231556147e-07	0.01600655396502362	0.01257324050425973	0.028580296026514906
0.317	5.100051170631813e-07	0.016067865598033478	0.012613029240032705	0.028681404843183246
0.318	5.185598530112303e-07	0.016129050600852776	0.012652817975805678	0.02878238713651147
0.319	5.272225681435886e-07	0.01619011155919585	0.012692606711578652	0.028883245493342646
0.32	5.359944049040006e-07	0.01625105099073154	0.012732395447351625	0.02898398243248807
0.321	5.448765196298914e-07	0.016311871347333796	0.012772184183124601	0.029084600406978026
0.322	5.538700827486272e-07	0.016372575017240806	0.012811972918897574	0.02918510180622113
0.323	5.629762789768481e-07	0.016433164327127256	0.012851761654670547	0.02928548895807678
0.324	5.721963075229391e-07	0.016493641544093846	0.012891550390443523	0.029385764130844892
0.325	5.815313822927014e-07	0.016554008877578033	0.012931339126216496	0.02948592953517682
0.326	5.909827320982745e-07	0.016614268481189715	0.01297112786198947	0.029585987325911285
0.327	6.00551600870378e-07	0.01667442245447543	0.013010916597762443	0.029685939603838744
0.328	6.102392478739312e-07	0.016734472844614382	0.013050705333535417	0.029785788417397673
0.329	6.200469479271173e-07	0.016794421648049375	0.01309049406930839	0.029885535764305693
0.33	6.299759916239552e-07	0.016854270812055788	0.013130282805081363	0.029985183593128774
0.331	6.400276855604439e-07	0.016914022236251283	0.013170071540854339	0.030084733804791184
0.332	6.502033525643456e-07	0.01697367777404893	0.013209860276627312	0.030184188254028806
0.333	6.605043319286847e-07	0.017033239234056377	0.013249649012400288	0.030283548750788595
0.334	6.709319796490213e-07	0.01709270838142333	0.01328943774817326	0.030382817061576237
0.335	6.814876686645762e-07	0.0171520869391397	0.013329226483946235	0.030481994910754602
0.336	6.921727891032815e-07	0.01721137658928661	0.013369015219719208	0.030581083981794918
0.337	7.029887485308277e-07	0.017270578974242126	0.013408803955492182	0.030680085918482838
0.338	7.139369722037872e-07	0.017329695697843896	0.013448592691265155	0.030779002326081255
0.339	7.250189033268844e-07	0.017388728326510394	0.013488381427038128	0.03087783477245185
