mass[GeV]	e_e	mu_mu	tau_tau	nue_nue	numu_numu	nutau_nutau	quarks
0.048	0.001273239446595252	0.0	0.0	0.0006366197723675813	0.0006366197723675813	0.0006366197723675813	0.0
0.049	0.0012997652763312407	0.0	0.0	0.000649882684291906	0.000649882684291906	0.000649882684291906	0.0
0.05	0.001326291105605578	0.0	0.0	0.0006631455962162305	0.0006631455962162305	0.0006631455962162305	0.0
0.051000000000000004	0.0013528169344626416	0.0	0.0	0.0006764085081405552	0.0006764085081405552	0.0006764085081405552	0.0
0.052000000000000005	0.0013793427629417879	0.0	0.0	0.0006896714200648798	0.0006896714200648798	0.0006896714200648798	0.0
0.053000000000000005	0.0014058685910780006	0.0	0.0	0.0007029343319892045	0.0007029343319892045	0.0007029343319892045	0.0
0.054	0.0014323944189024486	0.0	0.0	0.0007161972439135289	0.0007161972439135289	0.0007161972439135289	0.0
0.055	0.001458920246442962	0.0	0.0	0.0007294601558378536	0.0007294601558378536	0.0007294601558378536	0.0
0.056	0.0014854460737244422	0.0	0.0	0.0007427230677621782	0.0007427230677621782	0.0007427230677621782	0.0
0.057	0.001511971900769215	0.0	0.0	0.0007559859796865029	0.0007559859796865029	0.0007559859796865029	0.0
0.058	0.0015384977275973361	0.0	0.0	0.0007692488916108274	0.0007692488916108274	0.0007692488916108274	0.0
0.059000000000000004	0.001565023554226857	0.0	0.0	0.0007825118035351521	0.0007825118035351521	0.0007825118035351521	0.0
0.060000000000000005	0.001591549380674053	0.0	0.0	0.0007957747154594767	0.0007957747154594767	0.0007957747154594767	0.0
0.061	0.0016180752069536257	0.0	0.0	0.0008090376273838012	0.0008090376273838012	0.0008090376273838012	0.0
0.062	0.0016446010330788755	0.0	0.0	0.0008223005393081258	0.0008223005393081258	0.0008223005393081258	0.0
0.063	0.0016711268590618572	0.0	0.0	0.0008355634512324505	0.0008355634512324505	0.0008355634512324505	0.0
0.064	0.001697652684913513	0.0	0.0	0.0008488263631567751	0.0008488263631567751	0.0008488263631567751	0.0
0.065	0.00172417851064379	0.0	0.0	0.0008620892750810997	0.0008620892750810997	0.0008620892750810997	0.0
0.066	0.0017507043362617453	0.0	0.0	0.0008753521870054243	0.0008753521870054243	0.0008753521870054243	0.0
0.067	0.0017772301617756357	0.0	0.0	0.000888615098929749	0.000888615098929749	0.000888615098929749	0.0
0.068	0.0018037559871930027	0.0	0.0	0.0009018780108540736	0.0009018780108540736	0.0009018780108540736	0.0
0.069	0.0018302818125207382	0.0	0.0	0.0009151409227783982	0.0009151409227783982	0.0009151409227783982	0.0
0.07	0.001856807637765154	0.0	0.0	0.0009284038347027228	0.0009284038347027228	0.0009284038347027228	0.0
0.07100000000000001	0.0018833334629320365	0.0	0.0	0.0009416667466270475	0.0009416667466270475	0.0009416667466270475	0.0
0.07200000000000001	0.0019098592880266937	0.0	0.0	0.000954929658551372	0.000954929658551372	0.000954929658551372	0.0
0.07300000000000001	0.0019363851130540061	0.0	0.0	0.0009681925704756967	0.0009681925704756967	0.0009681925704756967	0.0
0.074	0.001962910938018463	0.0	0.0	0.0009814554824000212	0.0009814554824000212	0.0009814554824000212	0.0
0.075	0.0019894367629241985	0.0	0.0	0.0009947183943243456	0.0009947183943243456	0.0009947183943243456	0.0
0.076	0.0020159625877750257	0.0	0.0	0.0010079813062486703	0.0010079813062486703	0.0010079813062486703	0.0
0.077	0.0020424884125744645	0.0	0.0	0.001021244218172995	0.001021244218172995	0.001021244218172995	0.0
0.078	0.0020690142373257655	0.0	0.0	0.0010345071300973197	0.0010345071300973197	0.0010345071300973197	0.0
0.079	0.002095540062031938	0.0	0.0	0.0010477700420216441	0.0010477700420216441	0.0010477700420216441	0.0
0.08	0.002122065886695767	0.0	0.0	0.0010610329539459688	0.0010610329539459688	0.0010610329539459688	0.0
0.081	0.002148591711319835	0.0	0.0	0.0010742958658702935	0.0010742958658702935	0.0010742958658702935	0.0
0.082	0.0021751175359065364	0.0	0.0	0.0010875587777946182	0.0010875587777946182	0.0010875587777946182	0.0
0.083	0.0022016433604580953	0.0	0.0	0.0011008216897189426	0.0011008216897189426	0.0011008216897189426	0.0
0.084	0.0022281691849765782	0.0	0.0	0.0011140846016432673	0.0011140846016432673	0.0011140846016432673	0.0
0.085	0.002254695009463909	0.0	0.0	0.001127347513567592	0.001127347513567592	0.001127347513567592	0.0
0.08600000000000001	0.002281220833921877	0.0	0.0	0.0011406104254919167	0.0011406104254919167	0.0011406104254919167	0.0
0.08700000000000001	0.002307746658352151	0.0	0.0	0.0011538733374162411	0.0011538733374162411	0.0011538733374162411	0.0
0.08800000000000001	0.002334272482756286	0.0	0.0	0.0011671362493405658	0.0011671362493405658	0.0011671362493405658	0.0
0.089	0.0023607983071357334	0.0	0.0	0.0011803991612648903	0.0011803991612648903	0.0011803991612648903	0.0
0.09	0.0023873241314918523	0.0	0.0	0.001193662073189215	0.001193662073189215	0.001193662073189215	0.0
0.091	0.0024138499558259076	0.0	0.0	0.0012069249851135394	0.0012069249851135394	0.0012069249851135394	0.0
0.092	0.0024403757801390873	0.0	0.0	0.001220187897037864	0.001220187897037864	0.001220187897037864	0.0
0.093	0.002466901604432501	0.0	0.0	0.0012334508089621888	0.0012334508089621888	0.0012334508089621888	0.0
0.094	0.002493427428707188	0.0	0.0	0.0012467137208865134	0.0012467137208865134	0.0012467137208865134	0.0
0.095	0.002519953252964125	0.0	0.0	0.001259976632810838	0.001259976632810838	0.001259976632810838	0.0
0.096	0.002546479077204227	0.0	0.0	0.0012732395447351626	0.0012732395447351626	0.0012732395447351626	0.0
0.097	0.002573004901428352	0.0	0.0	0.0012865024566594873	0.0012865024566594873	0.0012865024566594873	0.0
0.098	0.0025995307256373064	0.0	0.0	0.001299765368583812	0.001299765368583812	0.001299765368583812	0.0
0.099	0.00262605654983185	0.0	0.0	0.0013130282805081364	0.0013130282805081364	0.0013130282805081364	0.0
0.1	0.002652582374012696	0.0	0.0	0.001326291192432461	0.001326291192432461	0.001326291192432461	0.0
0.101	0.0026791081981805145	0.0	0.0	0.0013395541043567858	0.0013395541043567858	0.0013395541043567858	0.0
0.10200000000000001	0.002705634022335939	0.0	0.0	0.0013528170162811104	0.0013528170162811104	0.0013528170162811104	0.0
0.10300000000000001	0.0027321598464795653	0.0	0.0	0.001366079928205435	0.001366079928205435	0.001366079928205435	0.0
0.10400000000000001	0.0027586856706119543	0.0	0.0	0.0013793428401297596	0.0013793428401297596	0.0013793428401297596	0.0
0.10500000000000001	0.0027852114947336374	0.0	0.0	0.0013926057520540843	0.0013926057520540843	0.0013926057520540843	0.0
0.106	0.002811737318845114	0.0	0.0	0.0014058686639784087	0.0014058686639784087	0.0014058686639784087	0.0
0.107	0.002838263142946856	0.0	0.0	0.0014191315759027332	0.0014191315759027332	0.0014191315759027332	0.0
0.108	0.0028647889670393115	0.0	0.0	0.0014323944878270579	0.0014323944878270579	0.0014323944878270579	0.0
0.109	0.002891314791122902	0.0	0.0	0.0014456573997513825	0.0014456573997513825	0.0014456573997513825	0.0
0.11	0.002917840615198025	0.0	0.0	0.0014589203116757072	0.0014589203116757072	0.0014589203116757072	0.0
0.111	0.0029443664392650613	0.0	0.0	0.0014721832236000317	0.0014721832236000317	0.0014721832236000317	0.0
0.112	0.0029708922633243664	0.0	0.0	0.0014854461355243564	0.0014854461355243564	0.0014854461355243564	0.0
0.113	0.002997418087376282	0.0	0.0	0.001498709047448681	0.001498709047448681	0.001498709047448681	0.0
0.114	0.003023943911421126	0.0	0.0	0.0015119719593730057	0.0015119719593730057	0.0015119719593730057	0.0
0.115	0.0030504697354592062	0.0	0.0	0.0015252348712973302	0.0015252348712973302	0.0015252348712973302	0.0
0.116	0.00307699555949081	0.0	0.0	0.0015384977832216548	0.0015384977832216548	0.0015384977832216548	0.0
0.117	0.003103521383516212	0.0	0.0	0.0015517606951459795	0.0015517606951459795	0.0015517606951459795	0.0
0.11800000000000001	0.0031300472075356735	0.0	0.0	0.0015650236070703042	0.0015650236070703042	0.0015650236070703042	0.0
0.11900000000000001	0.0031565730315494408	0.0	0.0	0.0015782865189946287	0.0015782865189946287	0.0015782865189946287	0.0
0.12000000000000001	0.0031830988555577497	0.0	0.0	0.0015915494309189533	0.0015915494309189533	0.0015915494309189533	0.0
0.121	0.0032096246795608246	0.0	0.0	0.0016048123428432778	0.0016048123428432778	0.0016048123428432778	0.0
0.122	0.0032361505035588766	0.0	0.0	0.0016180752547676025	0.0016180752547676025	0.0016180752547676025	0.0
0.123	0.003262676327552111	0.0	0.0	0.0016313381666919272	0.0016313381666919272	0.0016313381666919272	0.0
0.124	0.0032892021515407177	0.0	0.0	0.0016446010786162516	0.0016446010786162516	0.0016446010786162516	0.0
0.125	0.003315727975524882	0.0	0.0	0.0016578639905405763	0.0016578639905405763	0.0016578639905405763	0.0
0.126	0.0033422537995047782	0.0	0.0	0.001671126902464901	0.001671126902464901	0.001671126902464901	0.0
0.127	0.0033687796234805733	0.0	0.0	0.0016843898143892254	0.0016843898143892254	0.0016843898143892254	0.0
0.128	0.0033953054474524253	0.0	0.0	0.0016976527263135501	0.0016976527263135501	0.0016976527263135501	0.0
0.129	0.003421831271420488	0.0	0.0	0.0017109156382378748	0.0017109156382378748	0.0017109156382378748	0.0
0.13	0.003448357095384903	0.0	0.0	0.0017241785501621995	0.0017241785501621995	0.0017241785501621995	0.0
0.131	0.0034748829193458107	0.0	0.0	0.001737441462086524	0.001737441462086524	0.001737441462086524	0.0
0.132	0.003501408743303342	0.0	0.0	0.0017507043740108486	0.0017507043740108486	0.0017507043740108486	0.0
0.133	0.0035279345672576236	0.0	0.0	0.0017639672859351733	0.0017639672859351733	0.0017639672859351733	0.0
0.134	0.0035544603912087756	0.0	0.0	0.001777230197859498	0.001777230197859498	0.001777230197859498	0.0
0.135	0.0035809862151569122	0.0	0.0	0.0017904931097838224	0.0017904931097838224	0.0017904931097838224	0.0
0.136	0.003607512039102145	0.0	0.0	0.001803756021708147	0.001803756021708147	0.001803756021708147	0.0
0.137	0.0036340378630445773	0.0	0.0	0.0018170189336324718	0.0018170189336324718	0.0018170189336324718	0.0
0.138	0.003660563686984311	0.0	0.0	0.0018302818455567965	0.0018302818455567965	0.0018302818455567965	0.0
0.139	0.0036870895109214438	0.0	0.0	0.001843544757481121	0.001843544757481121	0.001843544757481121	0.0
0.14	0.003713615334856066	0.0	0.0	0.0018568076694054456	0.0018568076694054456	0.0018568076694054456	0.0
0.14100000000000001	0.003740141158788265	0.0	0.0	0.0018700705813297703	0.0018700705813297703	0.0018700705813297703	0.0
0.14200000000000002	0.0037666669827181283	0.0	0.0	0.001883333493254095	0.001883333493254095	0.001883333493254095	0.0
0.14300000000000002	0.0037931928066457362	0.0	0.0	0.0018965964051784194	0.0018965964051784194	0.0018965964051784194	0.0
0.14400000000000002	0.003819718630571164	0.0	0.0	0.001909859317102744	0.001909859317102744	0.001909859317102744	0.0
0.14500000000000002	0.0038462444544944915	0.0	0.0	0.0019231222290270688	0.0019231222290270688	0.0019231222290270688	0.0
0.146	0.0038727702784157833	0.0	0.0	0.001936385140951393	0.001936385140951393	0.001936385140951393	0.0
0.147	0.003899296102335115	0.0	0.0	0.0019496480528757177	0.0019496480528757177	0.0019496480528757177	0.0
0.148	0.003925821926252547	0.0	0.0	0.0019629109648000424	0.0019629109648000424	0.0019629109648000424	0.0
0.149	0.003952347750168146	0.0	0.0	0.001976173876724367	0.001976173876724367	0.001976173876724367	0.0
0.15	0.00397887357408197	0.0	0.0	0.0019894367886486913	0.0019894367886486913	0.0019894367886486913	0.0
0.151	0.004005399397994082	0.0	0.0	0.002002699700573016	0.002002699700573016	0.002002699700573016	0.0
0.152	0.004031925221904531	0.0	0.0	0.0020159626124973407	0.0020159626124973407	0.0020159626124973407	0.0
0.153	0.004058451045813378	0.0	0.0	0.0020292255244216653	0.0020292255244216653	0.0020292255244216653	0.0
0.154	0.004084976869720669	0.0	0.0	0.00204248843634599	0.00204248843634599	0.00204248843634599	0.0
0.155	0.00411150269362646	0.0	0.0	0.0020557513482703147	0.0020557513482703147	0.0020557513482703147	0.0
0.156	0.004138028517530792	0.0	0.0	0.0020690142601946394	0.0020690142601946394	0.0020690142601946394	0.0
0.157	0.0041645543414337155	0.0	0.0	0.002082277172118964	0.002082277172118964	0.002082277172118964	0.0
0.158	0.004191080165335273	0.0	0.0	0.0020955400840432883	0.0020955400840432883	0.0020955400840432883	0.0
0.159	0.004217605989235509	0.0	0.0	0.002108802995967613	0.002108802995967613	0.002108802995967613	0.0
0.16	0.0042441318131344625	0.0	0.0	0.0021220659078919376	0.0021220659078919376	0.0021220659078919376	0.0
0.161	0.004270657637032173	0.0	0.0	0.0021353288198162623	0.0021353288198162623	0.0021353288198162623	0.0
0.162	0.004297183460928682	0.0	0.0	0.002148591731740587	0.002148591731740587	0.002148591731740587	0.0
0.163	0.004323709284824022	0.0	0.0	0.0021618546436649117	0.0021618546436649117	0.0021618546436649117	0.0
0.164	0.004350235108718231	0.0	0.0	0.0021751175555892364	0.0021751175555892364	0.0021751175555892364	0.0
0.165	0.004376760932611341	0.0	0.0	0.0021883804675135606	0.0021883804675135606	0.0021883804675135606	0.0
0.166	0.004403286756503388	0.0	0.0	0.0022016433794378853	0.0022016433794378853	0.0022016433794378853	0.0
0.167	0.004429812580394399	0.0	0.0	0.00221490629136221	0.00221490629136221	0.00221490629136221	0.0
0.168	0.0044563384042844096	0.0	0.0	0.0022281692032865346	0.0022281692032865346	0.0022281692032865346	0.0
0.169	0.004482864228173446	0.0	0.0	0.0022414321152108593	0.0022414321152108593	0.0022414321152108593	0.0
0.17	0.0045093900520615385	0.0	0.0	0.002254695027135184	0.002254695027135184	0.002254695027135184	0.0
0.171	0.004535915875948713	0.0	0.0	0.0022679579390595087	0.0022679579390595087	0.0022679579390595087	0.0
0.17200000000000001	0.004562441699834997	0.0	0.0	0.0022812208509838333	0.0022812208509838333	0.0022812208509838333	0.0
0.17300000000000001	0.004588967523720416	0.0	0.0	0.0022944837629081576	0.0022944837629081576	0.0022944837629081576	0.0
0.17400000000000002	0.004615493347604994	0.0	0.0	0.0023077466748324823	0.0023077466748324823	0.0023077466748324823	0.0
0.17500000000000002	0.004642019171488757	0.0	0.0	0.002321009586756807	0.002321009586756807	0.002321009586756807	0.0
0.17600000000000002	0.004668544995371725	0.0	0.0	0.0023342724986811316	0.0023342724986811316	0.0023342724986811316	0.0
0.177	0.004695070819253922	0.0	0.0	0.002347535410605456	0.002347535410605456	0.002347535410605456	0.0
0.178	0.0047215966431353685	0.0	0.0	0.0023607983225297806	0.0023607983225297806	0.0023607983225297806	0.0
0.179	0.004748122467016088	0.0	0.0	0.0023740612344541052	0.0023740612344541052	0.0023740612344541052	0.0
0.18	0.004774648290896097	0.0	0.0	0.00238732414637843	0.00238732414637843	0.00238732414637843	0.0
0.181	0.004801174114775418	0.0	0.0	0.0024005870583027546	0.0024005870583027546	0.0024005870583027546	0.0
0.182	0.004827699938654069	0.0	0.0	0.002413849970227079	0.002413849970227079	0.002413849970227079	0.0
0.183	0.004854225762532066	0.0	0.0	0.0024271128821514035	0.0024271128821514035	0.0024271128821514035	0.0
0.184	0.00488075158640943	0.0	0.0	0.002440375794075728	0.002440375794075728	0.002440375794075728	0.0
0.185	0.004907277410286176	0.0	0.0	0.002453638706000053	0.002453638706000053	0.002453638706000053	0.0
0.186	0.004933803234162322	0.0	0.0	0.0024669016179243775	0.0024669016179243775	0.0024669016179243775	0.0
0.187	0.004960329058037881	0.0	0.0	0.0024801645298487022	0.0024801645298487022	0.0024801645298487022	0.0
0.188	0.0049868548819128715	0.0	0.0	0.002493427441773027	0.002493427441773027	0.002493427441773027	0.0
0.189	0.005013380705787308	0.0	0.0	0.0025066903536973516	0.0025066903536973516	0.0025066903536973516	0.0
0.19	0.005039906529661204	0.0	0.0	0.002519953265621676	0.002519953265621676	0.002519953265621676	0.0
0.191	0.005066432353534573	0.0	0.0	0.0025332161775460005	0.0025332161775460005	0.0025332161775460005	0.0
0.192	0.0050929581774074315	0.0	0.0	0.002546479089470325	0.002546479089470325	0.002546479089470325	0.0
0.193	0.005119484001279791	0.0	0.0	0.00255974200139465	0.00255974200139465	0.00255974200139465	0.0
0.194	0.005146009825151662	0.0	0.0	0.0025730049133189745	0.0025730049133189745	0.0025730049133189745	0.0
0.195	0.005172535649023061	0.0	0.0	0.002586267825243299	0.002586267825243299	0.002586267825243299	0.0
0.196	0.005199061472893997	0.0	0.0	0.002599530737167624	0.002599530737167624	0.002599530737167624	0.0
0.197	0.005225587296764484	0.0	0.0	0.0026127936490919486	0.0026127936490919486	0.0026127936490919486	0.0
0.198	0.005252113120634531	0.0	0.0	0.002626056561016273	0.002626056561016273	0.002626056561016273	0.0
0.199	0.00527863894450415	0.0	0.0	0.0026393194729405975	0.0026393194729405975	0.0026393194729405975	0.0
0.2	0.005305164768373351	0.0	0.0	0.002652582384864922	0.002652582384864922	0.002652582384864922	0.0
0.201	0.005331690592242145	0.0	0.0	0.002665845296789247	0.002665845296789247	0.002665845296789247	0.0
0.202	0.005358216416110544	0.0	0.0	0.0026791082087135715	0.0026791082087135715	0.0026791082087135715	0.0
0.203	0.005384742239978555	0.0	0.0	0.002692371120637896	0.002692371120637896	0.002692371120637896	0.0
0.20400000000000001	0.005411268063846189	0.0	0.0	0.002705634032562221	0.002705634032562221	0.002705634032562221	0.0
0.20500000000000002	0.005437793887713454	0.0	0.0	0.002718896944486545	0.002718896944486545	0.002718896944486545	0.0
0.20600000000000002	0.005464319711580357	0.0	0.0	0.00273215985641087	0.00273215985641087	0.00273215985641087	0.0
0.20700000000000002	0.005490845535446912	0.0	0.0	0.0027454227683351945	0.0027454227683351945	0.0027454227683351945	0.0
0.20800000000000002	0.005517371359313122	0.0	0.0	0.002758685680259519	0.002758685680259519	0.002758685680259519	0.0
0.20900000000000002	0.005543897183178999	0.0	0.0	0.002771948592183844	0.002771948592183844	0.002771948592183844	0.0
0.21	0.005570423007044547	0.0	0.0	0.002785211504108168	0.002785211504108168	0.002785211504108168	0.0
0.211	0.005596948830909779	0.0	0.0	0.0027984744160324928	0.0027984744160324928	0.0027984744160324928	0.0
0.212	0.005623474654774698	0.0006329831606017178	0.0	0.0028117373279568174	0.0028117373279568174	0.0028117373279568174	0.0006752279135396534
0.213	0.005650000478639314	0.001031657866909263	0.0	0.002825000239881142	0.002825000239881142	0.002825000239881142	0.0010577783532577341
0.214	0.005676526302503632	0.0013126082410853696	0.0	0.0028382631518054664	0.0028382631518054664	0.0028382631518054664	0.00133298248153468
0.215	0.00570305212636766	0.0015416501610141203	0.0	0.002851526063729791	0.002851526063729791	0.002851526063729791	0.0015588214768095902
0.216	0.005729577950231404	0.0017394534567368928	0.0	0.0028647889756541157	0.0028647889756541157	0.0028647889756541157	0.0017545047580732203
0.217	0.005756103774094873	0.0019157561047355998	0.0	0.0028780518875784404	0.0028780518875784404	0.0028780518875784404	0.0019292670586516767
0.218	0.005782629597958069	0.002076076177350854	0.0	0.002891314799502765	0.002891314799502765	0.002891314799502765	0.0020884001357489444
0.219	0.005809155421821002	0.0022239030237127437	0.0	0.0029045777114270897	0.0029045777114270897	0.0029045777114270897	0.002235274414480467
0.22	0.005835681245683677	0.00236161143906464	0.0	0.0029178406233514144	0.0029178406233514144	0.0029178406233514144	0.002372195375978682
0.221	0.005862207069546099	0.00249090555568695	0.0	0.002931103535275739	0.002931103535275739	0.002931103535275739	0.0025008236346184434
0.222	0.005888732893408272	0.0026130582152918257	0.0	0.0029443664472000633	0.0029443664472000633	0.0029443664472000633	0.00262240313224453
0.223	0.005915258717270205	0.0027290504421111513	0.0	0.002957629359124388	0.002957629359124388	0.002957629359124388	0.0027378948383226256
0.224	0.005941784541131902	0.0028396577101729506	0.0	0.0029708922710487127	0.0029708922710487127	0.0029708922710487127	0.0028480598085616924
0.225	0.005968310364993368	0.002945505902784978	0.0	0.0029841551829730374	0.0029841551829730374	0.0029841551829730374	0.0029535132537344064
0.226	0.005994836188854608	0.003047109051388771	0.0	0.002997418094897362	0.002997418094897362	0.002997418094897362	0.003054761110123818
0.227	0.006021362012715627	0.0031448956245238783	0.0	0.0030106810068216867	0.0030106810068216867	0.0030106810068216867	0.0031522255772253433
0.228	0.006047887836576431	0.0032392273500128094	0.0	0.0030239439187460114	0.0030239439187460114	0.0030239439187460114	0.003246263440411972
0.229	0.006074413660437023	0.0033304130120364516	0.0	0.003037206830670336	0.003037206830670336	0.003037206830670336	0.003337179526186813
0.23	0.0061009394842974065	0.0034187187733530754	0.0	0.0030504697425946603	0.0030504697425946603	0.0030504697425946603	0.0034252367845850197
0.231	0.006127465308157589	0.0035043760372531593	0.0	0.003063732654518985	0.003063732654518985	0.003063732654518985	0.0035106639791616925
0.232	0.006153991132017573	0.0035875875310863114	0.0	0.0030769955664433097	0.0030769955664433097	0.0030769955664433097	0.003593661644803182
0.233	0.006180516955877366	0.0036685320803882377	0.0	0.0030902584783676344	0.0030902584783676344	0.0030902584783676344	0.003674406768358536
0.234	0.006207042779736965	0.0037473684029990864	0.0	0.003103521390291959	0.003103521390291959	0.003103521390291959	0.0037530565121467116
0.23500000000000001	0.006233568603596381	0.003824238158823357	0.0	0.0031167843022162837	0.0031167843022162837	0.0031167843022162837	0.003829751209644058
0.23600000000000002	0.006260094427455614	0.0038992684266500816	0.0	0.0031300472141406084	0.0031300472141406084	0.0031300472141406084	0.0039046168003738094
0.23700000000000002	0.006286620251314671	0.0039725737346216474	0.0	0.003143310126064933	0.003143310126064933	0.003143310126064933	0.003977766827485755
0.23800000000000002	0.006313146075173552	0.004044257739122829	0.0	0.0031565730379892573	0.0031565730379892573	0.0031565730379892573	0.004049304090577084
0.23900000000000002	0.006339671899032263	0.0041144146239349795	0.0	0.003169835949913582	0.003169835949913582	0.003169835949913582	0.004119322023985643
0.24000000000000002	0.006366197722890807	0.0041831302747481125	0.0	0.0031830988618379067	0.0031830988618379067	0.0031830988618379067	0.004187905854460031
0.241	0.006392723546749188	0.004250483271725867	0.0	0.003196361773762231	0.003196361773762231	0.003196361773762231	0.0042551335800158786
0.242	0.006419249370607409	0.004316545733534581	0.0	0.0032096246856865556	0.0032096246856865556	0.0032096246856865556	0.004321076802721806
