mass[GeV]	DM
0.28500000000000003	0.00688696164695324
0.28600000000000003	0.00691112642466185
0.28700000000000003	0.006935291202370457
0.28800000000000003	0.006959455980079065
0.28900000000000003	0.006983620757787671
0.29	0.00700778553549628
0.291	0.007031950313204887
0.292	0.0070561150909134954
0.293	0.007080279868622103
0.294	0.007104444646330711
0.295	0.007128609424039319
0.296	0.007152774201747927
0.297	0.007176938979456535
0.298	0.007201103757165144
0.299	0.007225268534873751
0.3	0.007249433312582358
0.301	0.007273598090290966
0.302	0.007297762867999574
0.303	0.007321927645708181
0.304	0.00734609242341679
0.305	0.007370257201125398
0.306	0.007394421978834004
0.307	0.007418586756542614
0.308	0.007442751534251222
0.309	0.007466916311959828
0.31	0.007491081089668439
0.311	0.0075152458673770454
0.312	0.007539410645085654
0.313	0.007563575422794261
0.314	0.0075877402005028695
0.315	0.007611904978211476
0.316	0.007636069755920084
0.317	0.0076602345336286935
0.318	0.0076843993113373
0.319	0.007708564089045909
0.32	0.007732728866754515
0.321	0.0077568936444631234
0.322	0.00778105842217173
0.323	0.00780522319988034
0.324	0.007829387977588947
0.325	0.007853552755297555
0.326	0.007877717533006165
0.327	0.00790188231071477
0.328	0.007926047088423382
0.329	0.007950211866131988
0.33	0.007974376643840594
0.331	0.007998541421549203
0.332	0.008022706199257811
0.333	0.00804687097696642
0.334	0.008071035754675028
0.335	0.008095200532383634
0.336	0.008119365310092242
0.337	0.008143530087800853
0.338	0.008167694865509457
0.339	0.008191859643218067
0.34	0.008216024420926676
0.341	0.008240189198635282
0.342	0.008264353976343891
0.343	0.008288518754052497
0.34400000000000003	0.008312683531761105
0.34500000000000003	0.008336848309469715
0.34600000000000003	0.00836101308717832
0.34700000000000003	0.008385177864886928
0.34800000000000003	0.008409342642595538
0.34900000000000003	0.008433507420304145
0.35000000000000003	0.008457672198012751
0.35100000000000003	0.008481836975721363
0.35200000000000004	0.008506001753429969
0.353	0.008530166531138575
0.354	0.008554331308847182
0.355	0.008578496086555792
0.356	0.008602660864264396
0.357	0.008626825641973005
0.358	0.008650990419681615
0.359	0.00867515519739022
0.36	0.008699319975098832
0.361	0.008723484752807438
0.362	0.008747649530516046
0.363	0.008771814308224653
0.364	0.008795979085933261
0.365	0.008820143863641869
0.366	0.008844308641350478
0.367	0.008868473419059084
0.368	0.008892638196767694
0.369	0.008916802974476301
0.37	0.00894096775218491
0.371	0.008965132529893517
0.372	0.008989297307602125
0.373	0.009013462085310732
0.374	0.009037626863019338
0.375	0.009061791640727948
0.376	0.009085956418436555
0.377	0.009110121196145161
0.378	0.009134285973853773
0.379	0.00915845075156238
0.38	0.009182615529270986
0.381	0.009206780306979596
0.382	0.009230945084688202
0.383	0.009255109862396813
0.384	0.009279274640105419
0.385	0.009303439417814028
0.386	0.009327604195522636
0.387	0.009351768973231242
0.388	0.009375933750939851
0.389	0.00940009852864846
0.39	0.009424263306357069
0.391	0.009448428084065675
0.392	0.009472592861774282
0.393	0.009496757639482888
0.394	0.0095209224171915
0.395	0.009545087194900107
0.396	0.009569251972608715
0.397	0.009593416750317321
0.398	0.009617581528025929
0.399	0.009641746305734538
0.4	0.009665911083443144
0.401	0.009690075861151752
0.402	0.009714240638860361
0.403	0.009738405416568967
0.404	0.009762570194277577
0.405	0.009786734971986184
0.406	0.009810899749694794
0.40700000000000003	0.0098350645274034
0.40800000000000003	0.00985922930511201
0.40900000000000003	0.009883394082820617
0.41000000000000003	0.009907558860529225
0.41100000000000003	0.00993172363823783
0.41200000000000003	0.00995588841594644
0.41300000000000003	0.00998005319365505
0.41400000000000003	0.010004217971363655
0.41500000000000004	0.010028382749072261
0.41600000000000004	0.010052547526780873
0.41700000000000004	0.01007671230448948
0.418	0.010100877082198083
0.419	0.010125041859906694
0.42	0.010149206637615302
0.421	0.010173371415323911
0.422	0.010197536193032519
0.423	0.010221700970741125
0.424	0.010245865748449733
0.425	0.01027003052615834
0.426	0.010294195303866951
0.427	0.010318360081575557
0.428	0.010342524859284165
0.429	0.01036668963699277
0.43	0.01039085441470138
0.431	0.010415019192409988
0.432	0.010439183970118598
0.433	0.010463348747827204
0.434	0.010487513525535811
0.435	0.010511678303244423
0.436	0.010535843080953027
0.437	0.010560007858661636
0.438	0.010584172636370244
0.439	0.010608337414078852
0.44	0.01063250219178746
0.441	0.010656666969496067
0.442	0.010680831747204677
0.443	0.010704996524913284
0.444	0.010729161302621889
0.445	0.010753326080330498
0.446	0.010777490858039107
0.447	0.010801655635747713
0.448	0.010825820413456323
0.449	0.01084998519116493
0.45	0.010874149968873538
0.451	0.010898314746582144
0.452	0.010922479524290755
0.453	0.01094664430199936
0.454	0.010970809079707971
0.455	0.010994973857416577
0.456	0.011019138635125188
0.457	0.01104330341283379
0.458	0.011067468190542402
0.459	0.01109163296825101
0.46	0.011115797745959617
0.461	0.011139962523668227
0.462	0.011164127301376833
0.463	0.011188292079085444
0.464	0.011212456856794046
0.465	0.011236621634502657
0.466	0.011260786412211263
0.467	0.011284951189919873
0.468	0.01130911596762848
0.46900000000000003	0.011333280745337088
0.47000000000000003	0.011357445523045696
0.47100000000000003	0.011381610300754302
0.47200000000000003	0.011405775078462911
0.47300000000000003	0.01142993985617152
0.47400000000000003	0.011454104633880127
0.47500000000000003	0.011478269411588735
0.47600000000000003	0.011502434189297344
0.47700000000000004	0.011526598967005952
0.47800000000000004	0.01155076374471456
0.47900000000000004	0.011574928522423169
0.48000000000000004	0.011599093300131773
0.481	0.011623258077840383
0.482	0.01164742285554899
0.483	0.011671587633257596
0.484	0.011695752410966204
0.485	0.01171991718867481
0.486	0.011744081966383423
0.487	0.011768246744092027
0.488	0.011792411521800638
0.489	0.011816576299509244
0.49	0.011840741077217854
0.491	0.011864905854926461
0.492	0.011889070632635067
0.493	0.011913235410343675
0.494	0.011937400188052285
0.495	0.011961564965760892
0.496	0.0119857297434695
0.497	0.01200989452117811
0.498	0.012034059298886714
0.499	0.012058224076595325
0.5	0.012082388854303931
0.501	0.012106553632012535
0.502	0.01213071840972115
0.503	0.012154883187429756
0.504	0.012179047965138363
0.505	0.012203212742846971
0.506	0.012227377520555579
0.507	0.012251542298264185
0.508	0.012275707075972796
0.509	0.012299871853681402
0.51	0.012324036631390008
0.511	0.012348201409098617
0.512	0.012372366186807227
0.513	0.012396530964515833
0.514	0.012420695742224442
0.515	0.012444860519933052
0.516	0.012469025297641656
0.517	0.012493190075350265
0.518	0.012517354853058873
0.519	0.01254151963076748
0.52	0.012565684408476089
0.521	0.012589849186184695
0.522	0.012614013963893306
0.523	0.012638178741601912
0.524	0.012662343519310516
0.525	0.012686508297019129
0.526	0.012710673074727735
0.527	0.012734837852436344
0.528	0.01275900263014495
0.529	0.012783167407853561
0.53	0.012807332185562166
0.531	0.012831496963270777
0.532	0.01285566174097938
0.533	0.012879826518687989
0.534	0.0129039912963966
0.535	0.012928156074105206
0.536	0.012952320851813815
0.537	0.012976485629522421
0.538	0.013000650407231033
0.539	0.013024815184939637
0.54	0.013048979962648246
0.541	0.013073144740356856
0.542	0.013097309518065463
0.543	0.013121474295774071
0.544	0.013145639073482679
0.545	0.013169803851191285
0.546	0.013193968628899893
0.547	0.0132181334066085
0.548	0.013242298184317106
0.549	0.013266462962025716
0.55	0.013290627739734323
0.551	0.013314792517442933
0.552	0.01333895729515154
0.553	0.013363122072860152
0.554	0.013387286850568754
0.555	0.013411451628277365
0.556	0.013435616405985973
0.557	0.013459781183694581
0.558	0.013483945961403189
0.559	0.013508110739111796
0.56	0.013532275516820404
0.561	0.013556440294529013
0.562	0.013580605072237621
0.5630000000000001	0.013604769849946225
0.5640000000000001	0.013628934627654837
0.5650000000000001	0.013653099405363441
0.5660000000000001	0.013677264183072052
0.5670000000000001	0.01370142896078066
0.5680000000000001	0.01372559373848927
0.5690000000000001	0.013749758516197875
0.5700000000000001	0.01377392329390648
0.5710000000000001	0.013798088071615092
0.5720000000000001	0.0138222528493237
0.5730000000000001	0.013846417627032308
0.5740000000000001	0.013870582404740914
0.5750000000000001	0.013894747182449525
0.5760000000000001	0.01391891196015813
0.5770000000000001	0.013943076737866742
0.578	0.013967241515575345
0.579	0.01399140629328395
0.58	0.01401557107099256
0.581	0.014039735848701166
0.582	0.014063900626409774
0.583	0.014088065404118383
0.584	0.014112230181826991
0.585	0.014136394959535597
0.586	0.014160559737244206
0.587	0.014184724514952814
0.588	0.014208889292661422
0.589	0.014233054070370031
0.59	0.014257218848078637
0.591	0.014281383625787243
0.592	0.014305548403495854
0.593	0.014329713181204462
0.594	0.01435387795891307
0.595	0.014378042736621677
0.596	0.014402207514330289
0.597	0.01442637229203889
0.598	0.014450537069747502
0.599	0.014474701847456112
0.6	0.014498866625164716
0.601	0.014523031402873327
0.602	0.014547196180581931
0.603	0.01457136095829054
0.604	0.014595525735999149
0.605	0.014619690513707756
0.606	0.014643855291416362
0.607	0.01466802006912497
0.608	0.01469218484683358
0.609	0.014716349624542185
0.61	0.014740514402250797
0.611	0.014764679179959404
0.612	0.014788843957668009
0.613	0.014813008735376618
0.614	0.014837173513085227
0.615	0.014861338290793835
0.616	0.014885503068502445
0.617	0.01490966784621105
0.618	0.014933832623919657
0.619	0.014957997401628266
0.62	0.014982162179336877
0.621	0.015006326957045483
0.622	0.015030491734754091
0.623	0.0150546565124627
0.624	0.015078821290171308
0.625	0.015102986067879912
0.626	0.015127150845588522
0.627	0.015151315623297131
0.628	0.015175480401005739
0.629	0.015199645178714345
0.63	0.015223809956422953
0.631	0.015247974734131557
0.632	0.015272139511840168
0.633	0.01529630428954878
0.634	0.015320469067257387
0.635	0.015344633844965993
0.636	0.0153687986226746
0.637	0.015392963400383207
0.638	0.015417128178091818
0.639	0.015441292955800425
0.64	0.01546545773350903
0.641	0.01548962251121764
0.642	0.015513787288926247
0.643	0.015537952066634856
0.644	0.01556211684434346
0.645	0.01558628162205207
0.646	0.01561044639976068
0.647	0.015634611177469292
0.648	0.015658775955177895
0.649	0.015682940732886504
0.65	0.01570710551059511
0.651	0.01573127028830372
0.652	0.01575543506601233
0.653	0.015779599843720935
0.654	0.01580376462142954
0.655	0.01582792939913815
0.656	0.015852094176846764
0.657	0.015876258954555363
0.658	0.015900423732263975
0.659	0.01592458850997258
0.66	0.015948753287681187
0.661	0.0159729180653898
0.662	0.015997082843098406
0.663	0.016021247620807016
0.664	0.016045412398515622
0.665	0.01606957717622423
0.666	0.01609374195393284
0.667	0.016117906731641447
0.668	0.016142071509350056
0.669	0.016166236287058662
0.67	0.016190401064767268
0.671	0.016214565842475877
0.672	0.016238730620184483
0.673	0.016262895397893093
0.674	0.016287060175601706
0.675	0.01631122495331031
0.676	0.016335389731018914
0.677	0.016359554508727527
0.678	0.016383719286436133
0.679	0.016407884064144743
0.68	0.016432048841853352
0.681	0.016456213619561958
0.682	0.016480378397270564
0.683	0.016504543174979174
0.684	0.016528707952687783
0.685	0.016552872730396385
0.686	0.016577037508104995
0.687	0.016601202285813597
0.6880000000000001	0.01662536706352221
0.6890000000000001	0.01664953184123082
0.6900000000000001	0.01667369661893943
0.6910000000000001	0.01669786139664803
0.6920000000000001	0.01672202617435664
0.6930000000000001	0.01674619095206525
0.6940000000000001	0.016770355729773857
0.6950000000000001	0.016794520507482466
0.6960000000000001	0.016818685285191076
0.6970000000000001	0.01684285006289968
0.6980000000000001	0.01686701484060829
0.6990000000000001	0.016891179618316897
0.7000000000000001	0.016915344396025503
0.7010000000000001	0.016939509173734112
0.7020000000000001	0.016963673951442725
0.7030000000000001	0.01698783872915133
0.7040000000000001	0.017012003506859937
0.705	0.017036168284568543
0.706	0.01706033306227715
0.707	0.01708449783998576
0.708	0.017108662617694365
0.709	0.017132827395402974
0.71	0.017156992173111583
0.711	0.017181156950820193
0.712	0.017205321728528792
0.713	0.017229486506237405
0.714	0.01725365128394601
0.715	0.017277816061654624
0.716	0.01730198083936323
0.717	0.017326145617071836
0.718	0.01735031039478044
0.719	0.01737447517248905
0.72	0.017398639950197664
0.721	0.017422804727906263
0.722	0.017446969505614876
0.723	0.017471134283323482
0.724	0.01749529906103209
0.725	0.0175194638387407
0.726	0.017543628616449307
0.727	0.017567793394157913
0.728	0.017591958171866522
0.729	0.017616122949575135
0.73	0.017640287727283738
0.731	0.017664452504992347
0.732	0.017688617282700957
0.733	0.017712782060409566
0.734	0.01773694683811817
0.735	0.017761111615826778
0.736	0.017785276393535387
0.737	0.017809441171243993
0.738	0.017833605948952603
0.739	0.017857770726661212
0.74	0.01788193550436982
0.741	0.017906100282078428
0.742	0.017930265059787034
0.743	0.01795442983749564
0.744	0.01797859461520425
0.745	0.01800275939291286
0.746	0.018026924170621465
0.747	0.018051088948330074
0.748	0.018075253726038677
0.749	0.01809941850374729
0.75	0.018123583281455895
0.751	0.0181477480591645
0.752	0.01817191283687311
0.753	0.01819607761458172
0.754	0.018220242392290323
0.755	0.018244407169998936
0.756	0.018268571947707545
0.757	0.01829273672541615
0.758	0.01831690150312476
0.759	0.018341066280833367
0.76	0.018365231058541973
0.761	0.018389395836250585
0.762	0.01841356061395919
0.763	0.018437725391667797
0.764	0.018461890169376403
0.765	0.018486054947085016
0.766	0.018510219724793626
0.767	0.018534384502502232
0.768	0.018558549280210838
0.769	0.018582714057919444
0.77	0.018606878835628057
0.771	0.018631043613336663
0.772	0.018655208391045272
0.773	0.018679373168753878
0.774	0.018703537946462484
0.775	0.018727702724171097
0.776	0.018751867501879703
0.777	0.018776032279588312
0.778	0.01880019705729692
0.779	0.018824361835005524
0.78	0.018848526612714137
0.781	0.018872691390422743
0.782	0.01889685616813135
0.783	0.01892102094583996
0.784	0.018945185723548565
0.785	0.018969350501257174
0.786	0.018993515278965777
0.787	0.019017680056674386
0.788	0.019041844834383
0.789	0.01906600961209161
0.79	0.019090174389800214
0.791	0.019114339167508813
0.792	0.01913850394521743
0.793	0.01916266872292604
0.794	0.019186833500634642
0.795	0.01921099827834325
0.796	0.019235163056051857
0.797	0.019259327833760467
0.798	0.019283492611469076
0.799	0.019307657389177682
0.8	0.019331822166886288
0.801	0.0193559869445949
0.802	0.019380151722303503
0.803	0.019404316500012113
0.804	0.019428481277720722
0.805	0.019452646055429332
0.806	0.019476810833137934
0.807	0.019500975610846547
0.808	0.019525140388555153
0.809	0.01954930516626376
0.81	0.01957346994397237
0.811	0.019597634721680978
0.812	0.019621799499389588
0.8130000000000001	0.019645964277098187
0.8140000000000001	0.0196701290548068
0.8150000000000001	0.019694293832515405
0.8160000000000001	0.01971845861022402
0.8170000000000001	0.019742623387932624
0.8180000000000001	0.019766788165641234
0.8190000000000001	0.01979095294334984
0.8200000000000001	0.01981511772105845
0.8210000000000001	0.01983928249876705
0.8220000000000001	0.01986344727647566
0.8230000000000001	0.01988761205418427
0.8240000000000001	0.01991177683189288
0.8250000000000001	0.01993594160960149
0.8260000000000001	0.0199601063873101
0.8270000000000001	0.019984271165018705
0.8280000000000001	0.02000843594272731
0.8290000000000001	0.020032600720435917
0.8300000000000001	0.020056765498144523
0.8310000000000001	0.02008093027585314
0.8320000000000001	0.020105095053561745
0.8330000000000001	0.02012925983127035
0.834	0.020153424608978954
0.835	0.020177589386687567
0.836	0.020201754164396166
0.837	0.02022591894210478
0.838	0.020250083719813388
0.839	0.020274248497521994
0.84	0.020298413275230603
0.841	0.02032257805293921
0.842	0.020346742830647822
0.843	0.020370907608356432
0.844	0.020395072386065038
0.845	0.02041923716377364
0.846	0.02044340194148225
0.847	0.02046756671919086
0.848	0.020491731496899465
0.849	0.02051589627460807
0.85	0.02054006105231668
0.851	0.02056422583002529
0.852	0.020588390607733903
0.853	0.020612555385442505
0.854	0.020636720163151115
0.855	0.02066088494085972
0.856	0.02068504971856833
0.857	0.02070921449627694
0.858	0.02073337927398554
0.859	0.02075754405169415
0.86	0.02078170882940276
0.861	0.02080587360711137
0.862	0.020830038384819977
0.863	0.020854203162528586
0.864	0.020878367940237195
0.865	0.0209025327179458
0.866	0.020926697495654407
0.867	0.020950862273363017
0.868	0.020975027051071623
0.869	0.02099919182878023
0.87	0.021023356606488845
0.871	0.021047521384197448
0.872	0.021071686161906054
0.873	0.021095850939614663
0.874	0.021120015717323273
0.875	0.021144180495031875
0.876	0.021168345272740488
0.877	0.021192510050449097
0.878	0.021216674828157703
0.879	0.02124083960586631
0.88	0.02126500438357492
0.881	0.021289169161283525
0.882	0.021313333938992134
0.883	0.021337498716700744
0.884	0.021361663494409353
0.885	0.021385828272117956
0.886	0.02140999304982657
0.887	0.021434157827535175
0.888	0.021458322605243777
0.889	0.021482487382952394
0.89	0.021506652160660996
0.891	0.021530816938369605
0.892	0.021554981716078215
0.893	0.021579146493786824
0.894	0.021603311271495427
0.895	0.02162747604920404
0.896	0.021651640826912646
0.897	0.021675805604621255
0.898	0.02169997038232986
0.899	0.02172413516003847
0.9	0.021748299937747077
0.901	0.021772464715455683
0.902	0.02179662949316429
0.903	0.021820794270872895
0.904	0.02184495904858151
0.905	0.02186912382629011
0.906	0.02189328860399872
0.907	0.021917453381707332
0.908	0.021941618159415942
0.909	0.021965782937124548
0.91	0.021989947714833154
0.911	0.02201411249254176
0.912	0.022038277270250376
0.913	0.022062442047958982
0.914	0.02208660682566758
0.915	0.022110771603376187
0.916	0.022134936381084803
0.917	0.022159101158793416
0.918	0.02218326593650202
0.919	0.022207430714210625
0.92	0.022231595491919234
0.921	0.022255760269627844
0.922	0.022279925047336453
0.923	0.022304089825045052
0.924	0.022328254602753665
0.925	0.022352419380462275
0.926	0.022376584158170888
0.927	0.022400748935879487
0.928	0.022424913713588093
0.929	0.02244907849129671
0.93	0.022473243269005315
0.931	0.022497408046713924
0.932	0.022521572824422527
0.933	0.02254573760213114
0.934	0.022569902379839746
0.935	0.022594067157548352
0.936	0.02261823193525696
0.937	0.022642396712965567
0.9380000000000001	0.022666561490674177
0.9390000000000001	0.022690726268382786
0.9400000000000001	0.022714891046091392
0.9410000000000001	0.0227390558238
0.9420000000000001	0.022763220601508604
0.9430000000000001	0.022787385379217213
0.9440000000000001	0.022811550156925823
0.9450000000000001	0.022835714934634432
0.9460000000000001	0.02285987971234304
0.9470000000000001	0.022884044490051644
0.9480000000000001	0.022908209267760254
0.9490000000000001	0.022932374045468863
0.9500000000000001	0.02295653882317747
0.9510000000000001	0.022980703600886082
0.9520000000000001	0.023004868378594688
0.9530000000000001	0.023029033156303298
0.9540000000000001	0.023053197934011904
0.9550000000000001	0.023077362711720513
0.9560000000000001	0.02310152748942912
0.9570000000000001	0.023125692267137725
0.9580000000000001	0.023149857044846338
0.9590000000000001	0.02317402182255494
0.9600000000000001	0.023198186600263546
0.961	0.023222351377972152
0.962	0.023246516155680765
0.963	0.023270680933389368
0.964	0.02329484571109798
0.965	0.023319010488806587
0.966	0.023343175266515193
0.967	0.023367340044223802
0.968	0.023391504821932408
0.969	0.023415669599641014
0.97	0.02343983437734962
0.971	0.02346399915505823
0.972	0.023488163932766846
0.973	0.02351232871047545
0.974	0.023536493488184054
0.975	0.023560658265892664
0.976	0.023584823043601277
0.977	0.023608987821309883
0.978	0.02363315259901849
0.979	0.02365731737672709
0.98	0.023681482154435708
0.981	0.023705646932144317
0.982	0.023729811709852923
0.983	0.023753976487561525
0.984	0.023778141265270135
0.985	0.02380230604297874
0.986	0.02382647082068735
0.987	0.02385063559839596
0.988	0.02387480037610457
0.989	0.02389896515381318
0.99	0.023923129931521785
0.991	0.023947294709230394
0.992	0.023971459486939
0.993	0.02399562426464761
0.994	0.02401978904235622
0.995	0.024043953820064825
0.996	0.024068118597773427
0.997	0.02409228337548204
