mass[GeV]	2pi	3pi	PiGamma	EtaGamma	EtaOmega	EtaPhi	PhiPi	OmegaPion	EtaPiPi	EtaPrimePiPi	4pi	6pi	KK	KKpi	KKpipi	PhiPiPi	OmPiPi	NNbar	tothad
0.17009020075309306	0	0.0	3.956678081220418e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.956678081220418e-09
0.17109344077461003	0	0.0	4.3308393216145546e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.3308393216145546e-09
0.17209668079612694	0	0.0	4.726371335750446e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.726371335750446e-09
0.17309992081764392	0	0.0	5.143726002418372e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.143726002418372e-09
0.17410316083916083	0	0.0	5.583348616179509e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.583348616179509e-09
0.1751064008606778	0	0.0	6.045678306856333e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.045678306856333e-09
0.17610964088219472	0	0.0	6.53114844033818e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.53114844033818e-09
0.1771128809037117	0	0.0	7.040187001710526e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.040187001710526e-09
0.17811612092522863	0	0.0	7.573216961657066e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.573216961657066e-09
0.17911936094674558	0	0.0	8.130656627031415e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.130656627031415e-09
0.18012260096826252	0	0.0	8.712919976442901e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.712919976442901e-09
0.18112584098977946	0	0.0	9.32041698165442e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.32041698165442e-09
0.1821290810112964	0	0.0	9.953553915545327e-09	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.953553915545327e-09
0.18313232103281335	0	0.0	1.0612733647350278e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0612733647350278e-08
0.1841355610543303	0	0.0	1.1298355925845818e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1298355925845818e-08
0.18513880107584724	0	0.0	1.2010817651119501e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2010817651119501e-08
0.18614204109736418	0	0.0	1.2750513135521405e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2750513135521405e-08
0.18714528111888112	0	0.0	1.351783435436565e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.351783435436565e-08
0.18814852114039807	0	0.0	1.4313171186918462e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4313171186918462e-08
0.189151761161915	0	0.0	1.513691164818043e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.513691164818043e-08
0.19015500118343195	0	0.0	1.5989442111944262e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5989442111944262e-08
0.1911582412049489	0	0.0	1.6871147525582236e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6871147525582236e-08
0.19216148122646584	0	0.0	1.7782411616995308e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7782411616995308e-08
0.19316472124798278	0	0.0	1.8723617094131843e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8723617094131843e-08
0.19416796126949973	0	0.0	1.969514583746311e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.969514583746311e-08
0.19517120129101667	0	0.0	2.0697379085782754e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.0697379085782754e-08
0.19617444131253364	0	0.0	2.1730697615678207e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1730697615678207e-08
0.19717768133405056	0	0.0	2.2795481915004183e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.2795481915004183e-08
0.19818092135556753	0	0.0	2.3892112350672212e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.3892112350672212e-08
0.19918416137708445	0	0.0	2.5020969331052848e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.5020969331052848e-08
0.20018740139860142	0	0.0	2.6182433463274316e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.6182433463274316e-08
0.20119064142011833	0	0.0	2.737688570568486e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.737688570568486e-08
0.2021938814416353	0	0.0	2.8604707515735316e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.8604707515735316e-08
0.20319712146315222	0	0.0	2.9866280993522995e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.9866280993522995e-08
0.2042003614846692	0	0.0	3.116198902122902e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.116198902122902e-08
0.2052036015061861	0	0.0	3.249221539866746e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.249221539866746e-08
0.20620684152770308	0	0.0	3.385734497515621e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.385734497515621e-08
0.20721008154922002	0	0.0	3.525776377790723e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.525776377790723e-08
0.20821332157073696	0	0.0	3.6693859137127284e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.6693859137127284e-08
0.2092165615922539	0	0.0	3.816601980800808e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.816601980800808e-08
0.21021980161377085	0	0.0	3.967463608977887e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.967463608977887e-08
0.2112230416352878	0	0.0	4.122009994198505e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.122009994198505e-08
0.21222628165680474	0	0.0	4.280280509814969e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.280280509814969e-08
0.21322952167832168	0	0.0	4.4423147176967514e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.4423147176967514e-08
0.21423276169983863	0	0.0	4.608152379117293e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.608152379117293e-08
0.21523600172135557	0	0.0	4.777833465421979e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.777833465421979e-08
0.2162392417428725	0	0.0	4.9513981684901755e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.9513981684901755e-08
0.21724248176438946	0	0.0	5.1288869110039114e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.1288869110039114e-08
0.2182457217859064	0	0.0	5.310340356534959e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.310340356534959e-08
0.21924896180742337	0	0.0	5.4957994194617956e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.4957994194617956e-08
0.22025220182894029	0	0.0	5.685305274727384e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.685305274727384e-08
0.22125544185045726	0	0.0	5.8788993674481476e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.8788993674481476e-08
0.22225868187197417	0	0.0	6.076623422384135e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.076623422384135e-08
0.22326192189349114	0	0.0	6.278519453280132e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.278519453280132e-08
0.22426516191500806	0	0.0	6.484629772086669e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.484629772086669e-08
0.22526840193652503	0	0.0	6.694996998070117e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.694996998070117e-08
0.22627164195804195	0	0.0	6.909664066819927e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.909664066819927e-08
0.22727488197955892	0	0.0	7.128674239161724e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.128674239161724e-08
0.22827812200107583	0	0.0	7.352071109983424e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.352071109983424e-08
0.2292813620225928	0	0.0	7.57989861698269e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.57989861698269e-08
0.23028460204410972	0	0.0	7.812201049342283e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	7.812201049342283e-08
0.2312878420656267	0	0.0	8.049023056340898e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.049023056340898e-08
0.23229108208714364	0	0.0	8.290409655905756e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.290409655905756e-08
0.23329432210866058	0	0.0	8.53640624311393e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.53640624311393e-08
0.23429756213017752	0	0.0	8.787058598648274e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8.787058598648274e-08
0.23530080215169447	0	0.0	9.042412897214344e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.042412897214344e-08
0.2363040421732114	0	0.0	9.30251571592397e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.30251571592397e-08
0.23730728219472835	0	0.0	9.567414042651373e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.567414042651373e-08
0.2383105222162453	0	0.0	9.837155284367161e-08	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	9.837155284367161e-08
0.23931376223776224	0	0.0	1.0111787275455608e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0111787275455608e-07
0.24031700225927918	0	0.0	1.0391358286020454e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0391358286020454e-07
0.24132024228079613	0	0.0	1.067591703018407e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.067591703018407e-07
0.24232348230231307	0	0.0	1.0965512674385099e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0965512674385099e-07
0.24332672232383	0	0.0	1.1260194845679208e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1260194845679208e-07
0.24432996234534698	0	0.0	1.1560013640047463e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1560013640047463e-07
0.2453332023668639	0	0.0	1.1865019630717047e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1865019630717047e-07
0.24633644238838087	0	0.0	1.21752638764986e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.21752638764986e-07
0.2473396824098978	0	0.0	1.249079793014437e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.249079793014437e-07
0.24834292243141476	0	0.0	1.2811673846731553e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2811673846731553e-07
0.24934616245293167	0	0.0	1.3137944192074746e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.3137944192074746e-07
0.25034940247444865	0	0.0	1.3469662051171614e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.3469662051171614e-07
0.25135264249596556	0	0.0	1.38068810366856e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.38068810366856e-07
0.25235588251748253	0	0.0	1.4149655297469696e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4149655297469696e-07
0.25335912253899945	0	0.0	1.4498039527134748e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4498039527134748e-07
0.2543623625605164	0	0.0	1.485208897266642e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.485208897266642e-07
0.25536560258203334	0	0.0	1.5211859443093966e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5211859443093966e-07
0.2563688426035503	0	0.0	1.557740731821489e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.557740731821489e-07
0.2573720826250673	0	0.0	1.594878955737867e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.594878955737867e-07
0.2583753226465842	0	0.0	1.6326063708333155e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6326063708333155e-07
0.2593785626681011	0	0.0	1.6709287916137188e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6709287916137188e-07
0.2603818026896181	0	0.0	1.7098520932142728e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7098520932142728e-07
0.26138504271113505	0	0.0	1.7493822123049686e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7493822123049686e-07
0.26238828273265197	0	0.0	1.7895251480037264e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7895251480037264e-07
0.2633915227541689	0	0.0	1.8302869627974743e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8302869627974743e-07
0.26439476277568585	0	0.0	1.8716737834714956e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8716737834714956e-07
0.2653980027972028	0	0.0	1.913691802047389e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.913691802047389e-07
0.26640124281871974	0	0.0	1.9563472767299664e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9563472767299664e-07
0.26740448284023666	0	0.0	1.9996465328634014e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9996465328634014e-07
0.26840772286175363	0	0.0	2.043595963896943e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.043595963896943e-07
0.2694109628832706	0	0.0	2.0882020323605152e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.0882020323605152e-07
0.2704142029047875	0	0.0	2.1334712708505433e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1334712708505433e-07
0.27141744292630443	0	0.0	2.1794102830263084e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1794102830263084e-07
0.2724206829478214	0	0.0	2.2260257446171283e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.2260257446171283e-07
0.2734239229693384	0	0.0	2.273324404440713e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.273324404440713e-07
0.2744271629908553	0	0.0	2.3213130854330078e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.3213130854330078e-07
0.2754304030123722	0	0.0	2.3699986856898384e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.3699986856898384e-07
0.2764336430338892	0	0.0	2.419388179520645e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.419388179520645e-07
0.27743688305540615	0	0.0	2.469488618514701e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.469488618514701e-07
0.2784401230769231	0	0.0	2.5203071326200477e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.5203071326200477e-07
0.27944336309844003	0	0.0	2.571850931235539e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.571850931235539e-07
0.28044660311995695	0	0.0	2.624127304316294e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.624127304316294e-07
0.2814498431414739	0	0.0	2.677143623492859e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.677143623492859e-07
0.2824530831629909	0	0.0	2.730907343204451e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.730907343204451e-07
0.2834563231845078	0	0.0	2.785426001846571e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.785426001846571e-07
0.2844595632060247	0	0.0	2.840707222933381e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.840707222933381e-07
0.2854628032275417	0	0.0	2.896758716275077e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.896758716275077e-07
0.28646604324905867	0	0.0	2.9535882791707267e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.9535882791707267e-07
0.2874692832705756	0	0.0	3.0112037976167843e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.0112037976167843e-07
0.2884725232920925	0	0.0	3.0696132475317326e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.0696132475317326e-07
0.28947576331360947	0	0.0	3.128824695997136e-07	0.0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.128824695997136e-07
